pod_name,namespace,node,pod_status,cpu_percent,memory_percent,restart_count,image,timestamp
analytics-aggregator-e0d7a4,ingress-nginx,aks-nodepool1-96147474-vmss000005,CANCELLED,33.65,93.04,1,analytics-aggregator:v4.17.6,2026-06-15T03:47:00
inventory-sync-3784a5,logging,aks-nodepool1-88032392-vmss000021,SUCCESS,39.74,71.64,1,inventory-sync:v3.2.2,2026-06-26T02:57:00
payment-gateway-f7e6f9,monitoring,aks-nodepool1-96011206-vmss000010,SUCCESS,33.01,55.48,4,payment-gateway:v2.11.1,2026-06-27T08:18:00
reporting-service-475c46,billing,aks-nodepool1-17496968-vmss000023,SUCCESS,42.71,37.39,2,reporting-service:v1.14.0,2026-07-06T10:39:00
analytics-aggregator-ee4b64,billing,aks-nodepool1-85585651-vmss000007,RUNNING,35.58,52.56,2,analytics-aggregator:v4.17.6,2026-06-30T04:58:00
reporting-service-563f5d,dataops,aks-nodepool1-96011206-vmss000010,SUCCESS,50.16,48.22,0,reporting-service:v1.14.0,2026-07-15T14:25:00
recommendation-engine-dbecad,billing,aks-nodepool1-45299337-vmss000015,CANCELLED,90.82,41.96,4,recommendation-engine:v2.2.6,2026-07-11T09:34:00
fraud-detector-9bf05b,billing,aks-nodepool1-15670390-vmss000004,SUCCESS,38.11,83.36,1,fraud-detector:v4.17.9,2026-07-07T22:17:00
analytics-aggregator-893a3e,payments,aks-nodepool1-88032392-vmss000021,SUCCESS,31.45,55.69,0,analytics-aggregator:v4.17.6,2026-06-24T17:37:00
recommendation-engine-93e83b,ingress-nginx,aks-nodepool1-43898913-vmss000013,SUCCESS,29.31,60.97,1,recommendation-engine:v2.2.6,2026-07-17T20:43:00
analytics-aggregator-e3e4ca,logging,aks-nodepool1-45299337-vmss000015,CANCELLED,26.68,60.97,0,analytics-aggregator:v4.17.6,2026-06-15T13:26:00
inventory-sync-f4b960,payments,aks-nodepool1-83743961-vmss000009,SUCCESS,43.49,37.49,1,inventory-sync:v3.2.2,2026-06-13T05:34:00
billing-worker-307ac6,security,aks-nodepool1-98085102-vmss000012,FAILED,64.94,40.85,0,billing-worker:v4.0.2,2026-07-07T05:44:00
recommendation-engine-527054,billing,aks-nodepool1-94180852-vmss000017,SUCCESS,60.47,61.79,1,recommendation-engine:v2.2.6,2026-07-03T08:14:00
reporting-service-1eca70,monitoring,aks-nodepool1-12223313-vmss000024,FAILED,57.96,7.77,1,reporting-service:v1.14.0,2026-07-10T18:01:00
reporting-service-7dd2ab,billing,aks-nodepool1-83743961-vmss000009,FAILED,62.01,70.08,2,reporting-service:v1.14.0,2026-06-06T16:00:00
notification-service-88e5b0,payments,aks-nodepool1-85585651-vmss000007,SUCCESS,19.97,54.32,0,notification-service:v2.4.9,2026-06-11T09:57:00
analytics-aggregator-c89de,monitoring,aks-nodepool1-96011206-vmss000010,FAILED,69.43,74.4,2,analytics-aggregator:v4.17.6,2026-07-21T22:24:00
notification-service-7edee3,security,aks-nodepool1-15271068-vmss000022,CANCELLED,36.3,39.4,1,notification-service:v2.4.9,2026-07-23T03:27:00
inventory-sync-d66005,fraud-detection,aks-nodepool1-75404546-vmss000018,FAILED,9.21,42.46,0,inventory-sync:v3.2.2,2026-07-27T23:05:00
fraud-detector-ef40bd,fraud-detection,aks-nodepool1-49968287-vmss000008,SUCCESS,54.18,34.13,2,fraud-detector:v4.17.9,2026-07-15T19:17:00
order-processor-ebbe80,logging,aks-nodepool1-75404546-vmss000018,SUCCESS,36.95,47.51,0,order-processor:v3.7.1,2026-06-27T11:05:00
order-processor-60512a,payments,aks-nodepool1-45299337-vmss000015,RUNNING,68.63,41.56,0,order-processor:v3.7.1,2026-06-17T06:53:00
notification-service-d54ba9,logging,aks-nodepool1-43898913-vmss000013,CANCELLED,28.93,80.94,0,notification-service:v2.4.9,2026-06-17T12:10:00
inventory-sync-88dea0,payments,aks-nodepool1-15670390-vmss000004,SUCCESS,62.23,44.91,1,inventory-sync:v3.2.2,2026-07-20T04:19:00
payment-gateway-713c35,billing,aks-nodepool1-15271068-vmss000022,SUCCESS,51.19,65.43,0,payment-gateway:v2.11.1,2026-07-04T01:38:00
reporting-service-4f8555,customer-360,aks-nodepool1-98085102-vmss000012,SUCCESS,27.43,77.56,1,reporting-service:v1.14.0,2026-07-11T17:54:00
inventory-sync-7927fc,security,aks-nodepool1-45299337-vmss000015,SUCCESS,55.59,43.46,0,inventory-sync:v3.2.2,2026-07-25T19:42:00
recommendation-engine-63c2bf,security,aks-nodepool1-38662564-vmss000011,RUNNING,34.44,59.88,0,recommendation-engine:v2.2.6,2026-06-14T22:46:00
billing-worker-170a21,ingress-nginx,aks-nodepool1-12223313-vmss000024,SUCCESS,37.58,44.94,2,billing-worker:v4.0.2,2026-06-08T23:38:00
recommendation-engine-ec8334,security,aks-nodepool1-82588396-vmss000006,SUCCESS,64.42,56.65,0,recommendation-engine:v2.2.6,2026-06-12T18:58:00
reporting-service-335d22,customer-360,aks-nodepool1-12223313-vmss000024,SUCCESS,18.16,49.63,1,reporting-service:v1.14.0,2026-07-10T01:41:00
inventory-sync-2a6714,security,aks-nodepool1-15670390-vmss000004,SUCCESS,70.36,50.08,1,inventory-sync:v3.2.2,2026-07-26T16:04:00
analytics-aggregator-ae9c8,security,aks-nodepool1-85585651-vmss000007,RUNNING,33.29,28.11,2,analytics-aggregator:v4.17.6,2026-06-08T07:44:00
billing-worker-3dcf1f,customer-360,aks-nodepool1-48357559-vmss000003,RUNNING,42.44,58.93,0,billing-worker:v4.0.2,2026-07-20T06:40:00
billing-worker-94109b,billing,aks-nodepool1-43898913-vmss000013,SUCCESS,80.09,18.82,1,billing-worker:v4.0.2,2026-06-26T16:06:00
notification-service-c2a72c,billing,aks-nodepool1-49245863-vmss000020,SUCCESS,40.7,29.9,1,notification-service:v2.4.9,2026-06-05T10:58:00
billing-worker-f07e06,analytics,aks-nodepool1-83743961-vmss000009,CANCELLED,5.95,33.56,0,billing-worker:v4.0.2,2026-06-08T10:23:00
notification-service-da7677,billing,aks-nodepool1-48357559-vmss000003,SUCCESS,28.81,47.52,1,notification-service:v2.4.9,2026-06-09T17:42:00
analytics-aggregator-4b00e3,ingress-nginx,aks-nodepool1-49968287-vmss000008,SUCCESS,56.85,66.64,0,analytics-aggregator:v4.17.6,2026-06-12T20:29:00
recommendation-engine-43e7d2,payments,aks-nodepool1-94180852-vmss000017,SUCCESS,51.52,62.51,1,recommendation-engine:v2.2.6,2026-07-24T22:05:00
billing-worker-65cf48,monitoring,aks-nodepool1-49245863-vmss000020,SUCCESS,51.34,46.06,0,billing-worker:v4.0.2,2026-07-17T06:42:00
recommendation-engine-48dd07,dataops,aks-nodepool1-85585651-vmss000007,CANCELLED,74.91,47.99,3,recommendation-engine:v2.2.6,2026-07-09T02:28:00
order-processor-9fc55,customer-360,aks-nodepool1-15271068-vmss000022,SUCCESS,25.64,25.76,0,order-processor:v3.7.1,2026-07-16T05:53:00
inventory-sync-7cc048,dataops,aks-nodepool1-43056794-vmss000016,SUCCESS,44.74,56.48,2,inventory-sync:v3.2.2,2026-07-06T01:22:00
billing-worker-d6e0bf,logging,aks-nodepool1-49968287-vmss000008,FAILED,59.38,48.63,1,billing-worker:v4.0.2,2026-06-25T08:08:00
inventory-sync-4387d0,logging,aks-nodepool1-48357559-vmss000003,SUCCESS,7.1,55.17,2,inventory-sync:v3.2.2,2026-06-04T10:33:00
auth-service-774caf,analytics,aks-nodepool1-15670390-vmss000004,SUCCESS,44.34,72.77,1,auth-service:v1.0.8,2026-07-18T22:55:00
billing-worker-89ea1a,fraud-detection,aks-nodepool1-17496968-vmss000023,SUCCESS,64.83,52.19,1,billing-worker:v4.0.2,2026-07-12T03:21:00
analytics-aggregator-ef4725,logging,aks-nodepool1-89692162-vmss000014,SUCCESS,40.33,2.87,2,analytics-aggregator:v4.17.6,2026-07-19T14:27:00
recommendation-engine-7624b0,ingress-nginx,aks-nodepool1-17496968-vmss000023,SUCCESS,32.46,65.46,2,recommendation-engine:v2.2.6,2026-07-01T15:20:00
recommendation-engine-6723cc,analytics,aks-nodepool1-12223313-vmss000024,SUCCESS,34.17,52.21,1,recommendation-engine:v2.2.6,2026-07-05T06:30:00
order-processor-2c1659,logging,aks-nodepool1-47631053-vmss000002,RUNNING,37.31,71.15,1,order-processor:v3.7.1,2026-07-09T19:37:00
order-processor-724043,logging,aks-nodepool1-45299337-vmss000015,SUCCESS,31.85,24.54,0,order-processor:v3.7.1,2026-07-24T12:55:00
notification-service-e2e3eb,dataops,aks-nodepool1-17496968-vmss000023,SUCCESS,15.42,45.33,2,notification-service:v2.4.9,2026-07-14T06:51:00
analytics-aggregator-4ed924,security,aks-nodepool1-15271068-vmss000022,SUCCESS,42.49,53.41,1,analytics-aggregator:v4.17.6,2026-07-20T01:14:00
billing-worker-d907c2,security,aks-nodepool1-75404546-vmss000018,SUCCESS,38.46,59.75,4,billing-worker:v4.0.2,2026-07-08T03:13:00
order-processor-e71c48,analytics,aks-nodepool1-49245863-vmss000020,CANCELLED,30.72,70.6,0,order-processor:v3.7.1,2026-06-17T04:09:00
recommendation-engine-b0d5f4,ingress-nginx,aks-nodepool1-43898913-vmss000013,SUCCESS,26.56,4.66,2,recommendation-engine:v2.2.6,2026-07-08T07:32:00
payment-gateway-bf8944,ingress-nginx,aks-nodepool1-75404546-vmss000018,SUCCESS,96.05,74.32,0,payment-gateway:v2.11.1,2026-06-22T22:55:00
payment-gateway-2f0a73,customer-360,aks-nodepool1-77686018-vmss000019,SUCCESS,33.53,50.01,3,payment-gateway:v2.11.1,2026-07-23T20:47:00
billing-worker-67e5ac,billing,aks-nodepool1-48627762-vmss000001,SUCCESS,63.22,78.54,1,billing-worker:v4.0.2,2026-07-01T06:56:00
order-processor-e99e22,billing,aks-nodepool1-96147474-vmss000005,RUNNING,40.26,66.15,0,order-processor:v3.7.1,2026-07-12T15:45:00
fraud-detector-3253b5,billing,aks-nodepool1-85585651-vmss000007,FAILED,48.18,40.35,1,fraud-detector:v4.17.9,2026-07-16T11:07:00
payment-gateway-e8acea,analytics,aks-nodepool1-89692162-vmss000014,QUEUED,38.08,68.05,1,payment-gateway:v2.11.1,2026-06-26T18:47:00
notification-service-f3e2ef,security,aks-nodepool1-75404546-vmss000018,QUEUED,63.53,31.54,1,notification-service:v2.4.9,2026-07-04T18:21:00
recommendation-engine-fe08f6,ingress-nginx,aks-nodepool1-43056794-vmss000016,SUCCESS,23.68,50.95,0,recommendation-engine:v2.2.6,2026-07-19T07:28:00
billing-worker-e09fbc,dataops,aks-nodepool1-48627762-vmss000001,SUCCESS,44.1,42.77,0,billing-worker:v4.0.2,2026-06-10T05:15:00
notification-service-64bf1d,logging,aks-nodepool1-85585651-vmss000007,SUCCESS,39.62,58.76,0,notification-service:v2.4.9,2026-07-12T11:21:00
fraud-detector-ab6f97,analytics,aks-nodepool1-83743961-vmss000009,SUCCESS,21.82,36.96,1,fraud-detector:v4.17.9,2026-06-25T23:18:00
recommendation-engine-f34915,billing,aks-nodepool1-82588396-vmss000006,SUCCESS,54.88,49.15,2,recommendation-engine:v2.2.6,2026-07-05T01:52:00
billing-worker-493e9f,fraud-detection,aks-nodepool1-96011206-vmss000010,SUCCESS,29.78,37.68,0,billing-worker:v4.0.2,2026-07-03T20:31:00
notification-service-799fb6,ingress-nginx,aks-nodepool1-75404546-vmss000018,SUCCESS,41.28,48.44,2,notification-service:v2.4.9,2026-06-21T12:21:00
billing-worker-5337ad,customer-360,aks-nodepool1-77686018-vmss000019,SUCCESS,60.72,73.09,1,billing-worker:v4.0.2,2026-06-01T20:12:00
auth-service-9c5dfa,billing,aks-nodepool1-98085102-vmss000012,SUCCESS,57.56,56.13,0,auth-service:v1.0.8,2026-06-21T17:07:00
billing-worker-724041,customer-360,aks-nodepool1-38662564-vmss000011,SUCCESS,56.97,81.56,1,billing-worker:v4.0.2,2026-06-10T02:01:00
analytics-aggregator-948f73,security,aks-nodepool1-45299337-vmss000015,QUEUED,45.79,62.38,3,analytics-aggregator:v4.17.6,2026-07-24T12:46:00
reporting-service-ddbe4d,payments,aks-nodepool1-12223313-vmss000024,SUCCESS,48.65,24.57,1,reporting-service:v1.14.0,2026-06-16T09:06:00
reporting-service-bf8192,logging,aks-nodepool1-47631053-vmss000002,QUEUED,35.08,61.77,1,reporting-service:v1.14.0,2026-07-08T17:57:00
payment-gateway-627e46,analytics,aks-nodepool1-89692162-vmss000014,SUCCESS,51.83,56.04,1,payment-gateway:v2.11.1,2026-07-03T09:44:00
analytics-aggregator-f0be4b,ingress-nginx,aks-nodepool1-47631053-vmss000002,FAILED,33.33,40.46,0,analytics-aggregator:v4.17.6,2026-07-07T18:10:00
analytics-aggregator-d05769,security,aks-nodepool1-82588396-vmss000006,SUCCESS,50.14,52.87,1,analytics-aggregator:v4.17.6,2026-07-26T07:04:00
recommendation-engine-273a0a,monitoring,aks-nodepool1-89692162-vmss000014,SUCCESS,24.16,25.03,2,recommendation-engine:v2.2.6,2026-06-28T13:07:00
analytics-aggregator-55179,monitoring,aks-nodepool1-48357559-vmss000003,CANCELLED,30.23,34.75,2,analytics-aggregator:v4.17.6,2026-06-10T13:09:00
notification-service-ba5ca8,billing,aks-nodepool1-94180852-vmss000017,SUCCESS,46.95,58.34,1,notification-service:v2.4.9,2026-07-12T14:53:00
analytics-aggregator-4390c6,security,aks-nodepool1-48627762-vmss000001,SUCCESS,49.52,45.79,1,analytics-aggregator:v4.17.6,2026-06-20T15:10:00
payment-gateway-4a2e9e,logging,aks-nodepool1-94180852-vmss000017,SUCCESS,71.05,57.21,1,payment-gateway:v2.11.1,2026-07-26T11:11:00
notification-service-5881b1,analytics,aks-nodepool1-94180852-vmss000017,SUCCESS,24.08,77.04,1,notification-service:v2.4.9,2026-06-07T10:37:00
analytics-aggregator-3215f3,dataops,aks-nodepool1-15271068-vmss000022,SUCCESS,42.01,48.69,1,analytics-aggregator:v4.17.6,2026-06-11T04:07:00
recommendation-engine-4c1094,logging,aks-nodepool1-49968287-vmss000008,SUCCESS,54.23,49.48,2,recommendation-engine:v2.2.6,2026-07-01T00:40:00
payment-gateway-77c78,monitoring,aks-nodepool1-43056794-vmss000016,SUCCESS,75.1,40.01,0,payment-gateway:v2.11.1,2026-06-30T23:05:00
analytics-aggregator-465a50,monitoring,aks-nodepool1-49968287-vmss000008,RUNNING,28.22,62.94,0,analytics-aggregator:v4.17.6,2026-07-12T01:17:00
billing-worker-a43a02,customer-360,aks-nodepool1-43056794-vmss000016,SUCCESS,66.61,9.8,4,billing-worker:v4.0.2,2026-07-08T10:19:00
order-processor-53eff4,analytics,aks-nodepool1-48627762-vmss000001,SUCCESS,60.85,19.48,0,order-processor:v3.7.1,2026-07-25T01:41:00
recommendation-engine-18cb42,dataops,aks-nodepool1-77686018-vmss000019,SUCCESS,66.66,43.63,3,recommendation-engine:v2.2.6,2026-06-14T05:26:00
fraud-detector-695cc3,monitoring,aks-nodepool1-38662564-vmss000011,RUNNING,73.08,65.14,5,fraud-detector:v4.17.9,2026-06-23T17:46:00
recommendation-engine-248b62,fraud-detection,aks-nodepool1-94180852-vmss000017,SUCCESS,43.77,43.39,0,recommendation-engine:v2.2.6,2026-06-20T23:32:00
order-processor-4a8f1,security,aks-nodepool1-43898913-vmss000013,SUCCESS,27.2,38.22,1,order-processor:v3.7.1,2026-07-01T01:47:00
order-processor-7687de,logging,aks-nodepool1-38662564-vmss000011,FAILED,55.45,38.15,1,order-processor:v3.7.1,2026-06-10T12:23:00
analytics-aggregator-646754,ingress-nginx,aks-nodepool1-85585651-vmss000007,SUCCESS,40.76,50.27,4,analytics-aggregator:v4.17.6,2026-06-13T08:28:00
notification-service-392d4,logging,aks-nodepool1-96147474-vmss000005,CANCELLED,34.15,78.1,3,notification-service:v2.4.9,2026-06-07T10:03:00
auth-service-8e5c14,payments,aks-nodepool1-77686018-vmss000019,SUCCESS,1.0,47.29,1,auth-service:v1.0.8,2026-07-10T07:56:00
fraud-detector-f4c5d5,dataops,aks-nodepool1-43898913-vmss000013,CANCELLED,51.03,54.57,4,fraud-detector:v4.17.9,2026-06-30T22:26:00
order-processor-116d51,fraud-detection,aks-nodepool1-49968287-vmss000008,FAILED,90.31,29.24,2,order-processor:v3.7.1,2026-07-02T21:26:00
reporting-service-480b32,logging,aks-nodepool1-96011206-vmss000010,SUCCESS,26.03,57.99,3,reporting-service:v1.14.0,2026-06-23T15:57:00
analytics-aggregator-64b899,ingress-nginx,aks-nodepool1-75404546-vmss000018,SUCCESS,64.94,17.31,1,analytics-aggregator:v4.17.6,2026-06-18T02:04:00
order-processor-3ec813,security,aks-nodepool1-17496968-vmss000023,SUCCESS,80.96,56.93,1,order-processor:v3.7.1,2026-07-15T20:14:00
payment-gateway-2ee2b6,logging,aks-nodepool1-45299337-vmss000015,SUCCESS,42.85,41.6,2,payment-gateway:v2.11.1,2026-06-12T13:33:00
payment-gateway-7634d4,ingress-nginx,aks-nodepool1-77686018-vmss000019,FAILED,89.37,55.48,2,payment-gateway:v2.11.1,2026-07-09T12:33:00
auth-service-992301,logging,aks-nodepool1-15271068-vmss000022,SUCCESS,31.98,60.83,1,auth-service:v1.0.8,2026-07-01T15:29:00
inventory-sync-fb6577,dataops,aks-nodepool1-45299337-vmss000015,RUNNING,50.39,16.96,1,inventory-sync:v3.2.2,2026-07-16T05:08:00
order-processor-a360dd,monitoring,aks-nodepool1-48357559-vmss000003,SUCCESS,34.2,74.42,0,order-processor:v3.7.1,2026-07-11T09:48:00
analytics-aggregator-df0ee0,fraud-detection,aks-nodepool1-88032392-vmss000021,SUCCESS,50.52,45.76,1,analytics-aggregator:v4.17.6,2026-06-23T15:24:00
fraud-detector-6b2706,fraud-detection,aks-nodepool1-47631053-vmss000002,SUCCESS,57.35,24.48,1,fraud-detector:v4.17.9,2026-06-23T15:22:00
recommendation-engine-358208,dataops,aks-nodepool1-45299337-vmss000015,SUCCESS,75.93,61.58,0,recommendation-engine:v2.2.6,2026-07-27T20:13:00
inventory-sync-a5429e,monitoring,aks-nodepool1-43056794-vmss000016,SUCCESS,42.13,23.61,2,inventory-sync:v3.2.2,2026-06-13T12:36:00
payment-gateway-a6d769,fraud-detection,aks-nodepool1-38662564-vmss000011,FAILED,59.09,66.64,1,payment-gateway:v2.11.1,2026-07-06T16:58:00
analytics-aggregator-25dbec,security,aks-nodepool1-82588396-vmss000006,CANCELLED,31.09,49.68,1,analytics-aggregator:v4.17.6,2026-07-17T02:56:00
inventory-sync-c781bb,analytics,aks-nodepool1-17496968-vmss000023,SUCCESS,55.86,47.67,2,inventory-sync:v3.2.2,2026-06-19T16:01:00
analytics-aggregator-db399e,payments,aks-nodepool1-96011206-vmss000010,SUCCESS,56.5,65.18,2,analytics-aggregator:v4.17.6,2026-06-19T14:11:00
inventory-sync-aab6b0,fraud-detection,aks-nodepool1-77686018-vmss000019,SUCCESS,42.22,75.2,2,inventory-sync:v3.2.2,2026-07-21T05:07:00
auth-service-e484a8,payments,aks-nodepool1-75404546-vmss000018,RUNNING,9.25,16.72,0,auth-service:v1.0.8,2026-07-09T10:18:00
recommendation-engine-5c20cd,payments,aks-nodepool1-15670390-vmss000004,SUCCESS,63.76,88.39,2,recommendation-engine:v2.2.6,2026-07-10T04:33:00
fraud-detector-59456e,customer-360,aks-nodepool1-75404546-vmss000018,FAILED,47.41,25.28,1,fraud-detector:v4.17.9,2026-06-06T13:05:00
recommendation-engine-7caabd,dataops,aks-nodepool1-77686018-vmss000019,SUCCESS,54.07,26.58,3,recommendation-engine:v2.2.6,2026-07-24T09:07:00
reporting-service-4bd085,payments,aks-nodepool1-15271068-vmss000022,SUCCESS,24.5,21.64,0,reporting-service:v1.14.0,2026-07-25T18:12:00
reporting-service-e3df3b,logging,aks-nodepool1-96147474-vmss000005,SUCCESS,23.33,28.12,3,reporting-service:v1.14.0,2026-06-18T06:12:00
order-processor-763eb0,customer-360,aks-nodepool1-88032392-vmss000021,SUCCESS,30.26,42.92,5,order-processor:v3.7.1,2026-06-22T21:28:00
inventory-sync-76350c,fraud-detection,aks-nodepool1-43056794-vmss000016,SUCCESS,40.57,42.51,2,inventory-sync:v3.2.2,2026-07-23T07:53:00
fraud-detector-8b242f,payments,aks-nodepool1-94180852-vmss000017,SUCCESS,46.48,40.12,2,fraud-detector:v4.17.9,2026-06-14T15:19:00
recommendation-engine-5fa90f,fraud-detection,aks-nodepool1-12223313-vmss000024,RUNNING,33.9,33.66,2,recommendation-engine:v2.2.6,2026-06-23T08:28:00
notification-service-79e2dd,customer-360,aks-nodepool1-94180852-vmss000017,SUCCESS,38.04,55.72,0,notification-service:v2.4.9,2026-06-25T14:35:00
recommendation-engine-6fd089,payments,aks-nodepool1-94180852-vmss000017,FAILED,54.09,65.88,1,recommendation-engine:v2.2.6,2026-06-05T23:42:00
notification-service-154e31,payments,aks-nodepool1-43056794-vmss000016,CANCELLED,18.35,59.51,0,notification-service:v2.4.9,2026-06-19T01:28:00
order-processor-e81951,ingress-nginx,aks-nodepool1-47631053-vmss000002,SUCCESS,52.77,56.53,1,order-processor:v3.7.1,2026-06-02T10:06:00
inventory-sync-d3ba28,payments,aks-nodepool1-48627762-vmss000001,RUNNING,24.69,48.35,0,inventory-sync:v3.2.2,2026-06-01T04:08:00
inventory-sync-46178,payments,aks-nodepool1-15670390-vmss000004,QUEUED,45.69,63.64,2,inventory-sync:v3.2.2,2026-06-27T15:02:00
billing-worker-efae30,security,aks-nodepool1-47631053-vmss000002,SUCCESS,51.44,76.7,3,billing-worker:v4.0.2,2026-07-01T13:38:00
analytics-aggregator-511be7,ingress-nginx,aks-nodepool1-49968287-vmss000008,FAILED,25.24,24.6,1,analytics-aggregator:v4.17.6,2026-07-05T17:41:00
auth-service-94522c,analytics,aks-nodepool1-75404546-vmss000018,SUCCESS,54.0,44.62,2,auth-service:v1.0.8,2026-07-26T23:06:00
analytics-aggregator-27f52d,fraud-detection,aks-nodepool1-17496968-vmss000023,SUCCESS,71.91,41.28,3,analytics-aggregator:v4.17.6,2026-06-15T15:15:00
recommendation-engine-38361d,payments,aks-nodepool1-45299337-vmss000015,SUCCESS,16.46,51.88,1,recommendation-engine:v2.2.6,2026-07-01T18:50:00
billing-worker-5ce90,billing,aks-nodepool1-75404546-vmss000018,SUCCESS,34.44,24.97,1,billing-worker:v4.0.2,2026-06-08T14:25:00
fraud-detector-e70a23,fraud-detection,aks-nodepool1-38662564-vmss000011,RUNNING,36.38,49.79,1,fraud-detector:v4.17.9,2026-07-10T03:47:00
analytics-aggregator-7d9ffa,monitoring,aks-nodepool1-49968287-vmss000008,SUCCESS,97.08,35.98,1,analytics-aggregator:v4.17.6,2026-06-11T23:16:00
auth-service-4bd924,fraud-detection,aks-nodepool1-49968287-vmss000008,SUCCESS,55.08,66.91,0,auth-service:v1.0.8,2026-06-14T02:53:00
recommendation-engine-d2fe17,analytics,aks-nodepool1-83743961-vmss000009,FAILED,28.3,61.06,2,recommendation-engine:v2.2.6,2026-06-11T12:27:00
inventory-sync-68a6b5,billing,aks-nodepool1-88032392-vmss000021,SUCCESS,50.55,21.78,0,inventory-sync:v3.2.2,2026-07-08T13:30:00
order-processor-44cde5,monitoring,aks-nodepool1-88032392-vmss000021,SUCCESS,20.63,31.15,0,order-processor:v3.7.1,2026-06-03T19:40:00
analytics-aggregator-56721f,dataops,aks-nodepool1-15670390-vmss000004,SUCCESS,45.67,99.0,2,analytics-aggregator:v4.17.6,2026-06-17T06:25:00
fraud-detector-f807db,monitoring,aks-nodepool1-98085102-vmss000012,SUCCESS,59.68,48.6,0,fraud-detector:v4.17.9,2026-06-09T10:36:00
payment-gateway-d03e3c,ingress-nginx,aks-nodepool1-17496968-vmss000023,SUCCESS,38.17,41.0,1,payment-gateway:v2.11.1,2026-07-17T01:01:00
notification-service-9f8399,customer-360,aks-nodepool1-15670390-vmss000004,SUCCESS,64.41,39.81,0,notification-service:v2.4.9,2026-06-08T12:54:00
billing-worker-2e84c2,ingress-nginx,aks-nodepool1-94180852-vmss000017,SUCCESS,58.34,75.57,3,billing-worker:v4.0.2,2026-07-22T13:42:00
payment-gateway-96cb26,customer-360,aks-nodepool1-15271068-vmss000022,QUEUED,46.5,69.09,1,payment-gateway:v2.11.1,2026-06-24T02:26:00
notification-service-197e22,billing,aks-nodepool1-77686018-vmss000019,RUNNING,7.5,47.21,3,notification-service:v2.4.9,2026-07-02T02:40:00
analytics-aggregator-b56116,monitoring,aks-nodepool1-83743961-vmss000009,FAILED,43.83,71.0,0,analytics-aggregator:v4.17.6,2026-07-04T00:02:00
order-processor-74a9f4,monitoring,aks-nodepool1-43898913-vmss000013,SUCCESS,65.72,29.05,0,order-processor:v3.7.1,2026-06-18T17:44:00
inventory-sync-a3f837,monitoring,aks-nodepool1-45299337-vmss000015,QUEUED,17.65,53.06,2,inventory-sync:v3.2.2,2026-07-05T21:49:00
reporting-service-c5bfd8,security,aks-nodepool1-96011206-vmss000010,SUCCESS,64.97,24.28,0,reporting-service:v1.14.0,2026-06-27T07:52:00
billing-worker-6d2344,ingress-nginx,aks-nodepool1-48627762-vmss000001,RUNNING,54.73,70.0,2,billing-worker:v4.0.2,2026-06-21T04:30:00
recommendation-engine-529161,analytics,aks-nodepool1-77686018-vmss000019,SUCCESS,35.56,57.73,0,recommendation-engine:v2.2.6,2026-07-07T01:51:00
notification-service-5dc227,payments,aks-nodepool1-88032392-vmss000021,RUNNING,3.23,7.49,1,notification-service:v2.4.9,2026-06-20T00:56:00
notification-service-2cfd1a,fraud-detection,aks-nodepool1-47631053-vmss000002,FAILED,50.22,53.4,2,notification-service:v2.4.9,2026-06-04T05:54:00
billing-worker-6f054,payments,aks-nodepool1-83743961-vmss000009,SUCCESS,82.26,65.69,1,billing-worker:v4.0.2,2026-06-15T22:49:00
inventory-sync-eb1f6d,security,aks-nodepool1-12223313-vmss000024,SUCCESS,42.67,66.64,1,inventory-sync:v3.2.2,2026-07-03T13:32:00
order-processor-f61f63,security,aks-nodepool1-48627762-vmss000001,SUCCESS,57.84,50.45,1,order-processor:v3.7.1,2026-07-18T12:56:00
notification-service-1fe308,ingress-nginx,aks-nodepool1-83743961-vmss000009,SUCCESS,53.33,61.67,0,notification-service:v2.4.9,2026-06-12T13:37:00
inventory-sync-eb968f,billing,aks-nodepool1-88032392-vmss000021,SUCCESS,68.02,91.28,1,inventory-sync:v3.2.2,2026-07-18T00:26:00
notification-service-ae4c12,monitoring,aks-nodepool1-15271068-vmss000022,RUNNING,28.95,58.24,1,notification-service:v2.4.9,2026-07-11T04:24:00
reporting-service-d91343,monitoring,aks-nodepool1-48357559-vmss000003,RUNNING,28.26,63.37,0,reporting-service:v1.14.0,2026-06-27T01:05:00
recommendation-engine-447918,analytics,aks-nodepool1-15670390-vmss000004,QUEUED,53.43,50.05,2,recommendation-engine:v2.2.6,2026-07-06T18:32:00
order-processor-2cd0d0,logging,aks-nodepool1-96011206-vmss000010,FAILED,62.5,80.96,0,order-processor:v3.7.1,2026-07-03T12:16:00
payment-gateway-3f81a6,customer-360,aks-nodepool1-96147474-vmss000005,SUCCESS,22.62,53.91,1,payment-gateway:v2.11.1,2026-07-23T19:52:00
fraud-detector-afd6a8,logging,aks-nodepool1-98085102-vmss000012,SUCCESS,13.84,5.46,1,fraud-detector:v4.17.9,2026-06-18T09:01:00
order-processor-67bbd9,fraud-detection,aks-nodepool1-38662564-vmss000011,CANCELLED,29.6,50.95,1,order-processor:v3.7.1,2026-06-21T23:11:00
auth-service-f89ee9,dataops,aks-nodepool1-96147474-vmss000005,SUCCESS,74.96,72.22,2,auth-service:v1.0.8,2026-07-05T11:24:00
