topic_name,consumer_group,partition,offset,lag,broker_id,throughput_msg_sec,status,timestamp
recommendation.engine.scores,analytics-aggregator,21,8520960,265,BRO0002,1500,RUNNING,2026-07-18T20:16:00
inventory.stock.changes,claims-processing-group,13,47667002,1815,BRO0010,257,CANCELLED,2026-07-05T13:59:00
pricing.updates.stream,warehouse-ops-consumer,14,30285870,4410,BRO0006,3248,SUCCESS,2026-06-01T01:32:00
loyalty.points.accrued,loyalty-points-processor,23,20807487,335,BRO0001,2215,SUCCESS,2026-06-15T14:02:00
compliance.kyc.checks,supply-chain-tracker,19,44254603,368,BRO0009,631,CANCELLED,2026-07-01T22:41:00
payments.transactions.completed,asset-maintenance-consumer,16,16824775,452,BRO0007,1758,SUCCESS,2026-06-13T04:29:00
sla.breach.alerts,notification-dispatcher,20,25740749,1732,BRO0012,1419,CANCELLED,2026-06-17T01:49:00
finance.gl.postings,pricing-engine-consumer,9,36601105,491,BRO0003,1266,SUCCESS,2026-06-09T09:29:00
supply_chain.shipments.updates,warehouse-ops-consumer,14,29118525,277,BRO0012,1139,SUCCESS,2026-07-03T09:36:00
audit.access.logs,marketing-attribution-consumer,17,42488625,901,BRO0012,2466,SUCCESS,2026-07-26T16:41:00
warehouse.pick_pack.events,hr-data-sync,21,436964,4,BRO0009,1217,FAILED,2026-06-07T09:41:00
recommendation.engine.scores,supply-chain-tracker,19,41995276,785,BRO0007,758,QUEUED,2026-06-15T23:18:00
inventory.stock.changes,hr-data-sync,11,10746543,515,BRO0005,1682,SUCCESS,2026-07-14T07:13:00
pricing.updates.stream,reporting-etl-consumer,10,1577711,1070,BRO0011,536,SUCCESS,2026-07-07T00:39:00
quality.inspection.results,reporting-etl-consumer,3,6761914,1728,BRO0011,4158,SUCCESS,2026-06-07T06:03:00
security.auth.events,customer-360-builder,7,2408385,31556,BRO0005,2711,SUCCESS,2026-06-17T19:10:00
security.auth.events,compliance-monitor,2,39618547,27,BRO0008,127,SUCCESS,2026-06-16T14:09:00
returns.processed.events,reporting-etl-consumer,14,40083380,94,BRO0003,829,RUNNING,2026-06-13T03:03:00
orders.events.processed,logistics-telemetry-consumer,15,18631461,130,BRO0002,986,SUCCESS,2026-06-14T02:10:00
shipping.tracking.updates,notification-dispatcher,10,19077141,2125,BRO0005,1047,RUNNING,2026-07-16T12:20:00
churn.risk.updates,audit-log-collector,15,10116025,1591,BRO0004,1900,SUCCESS,2026-07-21T13:08:00
churn.risk.updates,notification-dispatcher,14,17915479,235,BRO0005,4628,FAILED,2026-07-23T19:32:00
customer.support.tickets,quality-control-consumer,16,33989444,784,BRO0002,5456,FAILED,2026-06-20T04:35:00
billing.transactions.raw,reporting-etl-consumer,16,32575929,448,BRO0008,142,SUCCESS,2026-07-21T21:30:00
logistics.fleet.telemetry,warehouse-ops-consumer,7,27334164,46311,BRO0003,2882,SUCCESS,2026-06-15T11:40:00
finance.gl.postings,marketing-attribution-consumer,18,39862922,1309,BRO0005,152,SUCCESS,2026-07-16T12:34:00
warehouse.pick_pack.events,fraud-detection-group,4,7717790,186,BRO0009,3432,SUCCESS,2026-06-19T14:40:00
churn.risk.updates,asset-maintenance-consumer,22,12613964,3214,BRO0012,1808,SUCCESS,2026-06-07T07:18:00
compliance.kyc.checks,compliance-monitor,18,44057572,475,BRO0003,478,RUNNING,2026-06-25T04:32:00
customer.profile.updates,order-processing-service,14,13475691,1487,BRO0006,670,SUCCESS,2026-06-14T01:05:00
refund.processing.events,inventory-sync-consumer,6,7718335,315,BRO0012,670,RUNNING,2026-07-01T11:49:00
hr.employee.changes,sla-monitor-consumer,7,2811110,661,BRO0011,4124,SUCCESS,2026-07-11T15:31:00
pricing.updates.stream,security-event-processor,17,3746650,71,BRO0010,612,CANCELLED,2026-07-07T16:36:00
vendor.onboarding.events,claims-processing-group,14,35450855,537,BRO0002,722,QUEUED,2026-06-12T03:32:00
audit.access.logs,hr-data-sync,16,39612879,277,BRO0009,1732,SUCCESS,2026-06-22T21:04:00
energy.consumption.readings,hr-data-sync,3,21846309,381,BRO0003,6501,FAILED,2026-07-02T14:59:00
claims.submitted.events,churn-model-feeder,2,32588887,1477,BRO0005,603,SUCCESS,2026-07-10T15:49:00
payments.transactions.completed,claims-processing-group,1,2285863,2584,BRO0003,1505,QUEUED,2026-07-08T23:48:00
vendor.onboarding.events,analytics-aggregator,11,43337203,141,BRO0011,515,SUCCESS,2026-07-10T00:59:00
loyalty.points.accrued,hr-data-sync,15,32565846,1326,BRO0008,3330,SUCCESS,2026-06-08T09:40:00
order.cancellations,inventory-sync-consumer,13,43513640,1522,BRO0008,325,FAILED,2026-06-28T00:29:00
pricing.updates.stream,payments-reconciler,23,46867681,843,BRO0003,1691,RUNNING,2026-06-19T23:50:00
campaign.performance.metrics,warehouse-ops-consumer,12,11161503,355,BRO0011,1725,RUNNING,2026-06-14T10:19:00
sales.leads.captured,marketing-attribution-consumer,11,45555377,1053,BRO0011,744,SUCCESS,2026-07-10T05:37:00
energy.consumption.readings,billing-pipeline-consumer,3,29907443,42307,BRO0012,3816,SUCCESS,2026-07-16T15:57:00
payments.transactions.completed,compliance-monitor,0,2893083,11,BRO0001,8272,SUCCESS,2026-06-10T13:50:00
fraud.alerts.stream,logistics-telemetry-consumer,0,26502432,122,BRO0003,1134,SUCCESS,2026-06-26T21:20:00
payments.transactions.completed,churn-model-feeder,15,6423424,2261,BRO0002,1600,SUCCESS,2026-06-25T00:14:00
procurement.purchase_orders,fraud-detection-group,22,4860348,86,BRO0006,1381,SUCCESS,2026-06-25T13:18:00
hr.employee.changes,supply-chain-tracker,6,13127063,446,BRO0006,3953,SUCCESS,2026-06-13T22:40:00
pricing.updates.stream,marketing-attribution-consumer,18,4203478,304,BRO0012,2674,SUCCESS,2026-06-26T06:29:00
order.cancellations,sla-monitor-consumer,3,39450008,3249,BRO0010,1226,SUCCESS,2026-06-23T10:37:00
loyalty.points.accrued,inventory-sync-consumer,6,2134428,101,BRO0004,1046,CANCELLED,2026-07-19T12:24:00
hr.employee.changes,claims-processing-group,2,27053138,1102,BRO0002,501,QUEUED,2026-06-30T02:12:00
underwriting.decisions,notification-dispatcher,22,43885480,382,BRO0003,844,SUCCESS,2026-07-13T01:39:00
quality.inspection.results,order-processing-service,23,21211658,1646,BRO0011,1141,FAILED,2026-06-19T03:07:00
returns.processed.events,warehouse-ops-consumer,3,35561442,549,BRO0007,6727,SUCCESS,2026-07-23T10:57:00
asset.maintenance.alerts,pricing-engine-consumer,7,30895688,327,BRO0012,2834,SUCCESS,2026-07-07T18:21:00
churn.risk.updates,analytics-aggregator,7,8354456,2127,BRO0011,114,QUEUED,2026-06-06T03:37:00
recommendation.engine.scores,fraud-detection-group,11,45141734,2661,BRO0012,642,SUCCESS,2026-06-18T22:26:00
vendor.onboarding.events,security-event-processor,8,16592524,896,BRO0009,4141,SUCCESS,2026-06-17T13:02:00
quality.inspection.results,inventory-sync-consumer,14,23253605,949,BRO0006,3756,SUCCESS,2026-07-11T01:31:00
energy.consumption.readings,billing-pipeline-consumer,2,37934715,158,BRO0005,169,SUCCESS,2026-06-24T22:12:00
shipping.tracking.updates,reporting-etl-consumer,6,14109561,51,BRO0005,995,FAILED,2026-06-02T22:21:00
recommendation.engine.scores,notification-dispatcher,17,38205119,801,BRO0009,6016,CANCELLED,2026-06-18T20:57:00
billing.transactions.raw,recommendation-engine-consumer,22,43992673,40174,BRO0008,522,SUCCESS,2026-07-08T07:21:00
recommendation.engine.scores,payments-reconciler,2,16028214,554,BRO0008,721,SUCCESS,2026-07-20T05:29:00
payments.transactions.completed,marketing-attribution-consumer,2,29226560,1398,BRO0001,1233,SUCCESS,2026-06-12T16:05:00
sales.leads.captured,payments-reconciler,17,16544963,505,BRO0001,372,RUNNING,2026-06-03T09:24:00
vendor.onboarding.events,fraud-detection-group,17,39890294,1575,BRO0010,3472,SUCCESS,2026-07-02T19:58:00
customer.support.tickets,asset-maintenance-consumer,22,45504260,398,BRO0011,1361,SUCCESS,2026-06-11T06:33:00
security.auth.events,reporting-etl-consumer,13,42220913,1936,BRO0001,1375,SUCCESS,2026-07-26T02:59:00
quality.inspection.results,payments-reconciler,7,35871219,566,BRO0007,542,RUNNING,2026-07-21T22:06:00
loyalty.points.accrued,billing-pipeline-consumer,18,44174651,248,BRO0001,3421,SUCCESS,2026-07-27T07:54:00
order.cancellations,reporting-etl-consumer,14,29894212,182,BRO0001,768,SUCCESS,2026-06-06T23:02:00
asset.maintenance.alerts,reporting-etl-consumer,16,28741403,66,BRO0010,473,RUNNING,2026-07-25T08:11:00
sla.breach.alerts,warehouse-ops-consumer,8,7982632,973,BRO0009,927,SUCCESS,2026-07-27T02:40:00
customer.profile.updates,billing-pipeline-consumer,6,12088723,309,BRO0009,269,FAILED,2026-06-04T10:17:00
sales.leads.captured,sla-monitor-consumer,4,9639355,336,BRO0012,600,SUCCESS,2026-06-27T21:43:00
hr.employee.changes,fraud-detection-group,4,5405371,854,BRO0012,13002,SUCCESS,2026-07-05T06:45:00
inventory.stock.changes,warehouse-ops-consumer,5,25636689,3442,BRO0007,474,SUCCESS,2026-07-23T02:32:00
finance.gl.postings,security-event-processor,13,3779996,435,BRO0003,422,SUCCESS,2026-06-28T13:34:00
campaign.performance.metrics,asset-maintenance-consumer,1,18006212,319,BRO0007,1120,QUEUED,2026-07-11T23:53:00
billing.transactions.raw,pricing-engine-consumer,11,14004390,588,BRO0012,1558,SUCCESS,2026-07-07T15:49:00
supply_chain.shipments.updates,notification-dispatcher,22,23326619,155,BRO0001,1725,SUCCESS,2026-07-07T12:00:00
finance.gl.postings,churn-model-feeder,23,49853130,585,BRO0012,1435,SUCCESS,2026-07-03T10:54:00
billing.transactions.raw,sla-monitor-consumer,6,35787166,1541,BRO0006,185,SUCCESS,2026-06-17T04:59:00
orders.events.processed,marketing-attribution-consumer,13,47205178,91,BRO0006,667,SUCCESS,2026-07-10T10:20:00
billing.transactions.raw,marketing-attribution-consumer,9,18353203,189,BRO0005,103,SUCCESS,2026-07-13T14:32:00
warehouse.pick_pack.events,asset-maintenance-consumer,17,3894501,353,BRO0005,2343,SUCCESS,2026-07-07T23:06:00
claims.submitted.events,inventory-sync-consumer,10,9239161,335,BRO0009,1716,SUCCESS,2026-06-14T14:00:00
loyalty.points.accrued,compliance-monitor,14,31434155,338,BRO0007,2674,SUCCESS,2026-06-13T03:17:00
orders.events.processed,supply-chain-tracker,14,23704149,239,BRO0001,210,SUCCESS,2026-06-03T14:30:00
shipping.tracking.updates,pricing-engine-consumer,13,37053618,2249,BRO0005,124,SUCCESS,2026-07-22T14:38:00
shipping.tracking.updates,sla-monitor-consumer,2,3597060,58,BRO0006,1185,SUCCESS,2026-06-18T04:27:00
sla.breach.alerts,marketing-attribution-consumer,1,41427067,618,BRO0003,376,SUCCESS,2026-06-22T15:23:00
subscription.renewals,notification-dispatcher,15,24137566,390,BRO0004,306,SUCCESS,2026-06-24T12:00:00
sales.leads.captured,warehouse-ops-consumer,4,23534428,1210,BRO0010,448,FAILED,2026-06-09T00:22:00
loyalty.points.accrued,security-event-processor,2,40187298,526,BRO0007,209,RUNNING,2026-06-04T12:14:00
campaign.performance.metrics,customer-360-builder,17,28261609,887,BRO0003,151,SUCCESS,2026-06-22T09:53:00
sales.leads.captured,logistics-telemetry-consumer,11,38082539,45238,BRO0003,1592,SUCCESS,2026-06-26T05:00:00
quality.inspection.results,supply-chain-tracker,23,11581044,127,BRO0006,1501,SUCCESS,2026-07-25T09:52:00
warehouse.pick_pack.events,fraud-detection-group,4,19029094,2118,BRO0011,2456,SUCCESS,2026-06-30T22:35:00
order.cancellations,marketing-attribution-consumer,20,25099895,892,BRO0006,1509,SUCCESS,2026-07-20T22:04:00
billing.transactions.raw,inventory-sync-consumer,1,49919088,275,BRO0010,1192,FAILED,2026-07-10T07:51:00
compliance.kyc.checks,security-event-processor,18,24930020,176,BRO0005,1735,SUCCESS,2026-07-23T21:15:00
returns.processed.events,compliance-monitor,20,279358,246,BRO0010,777,SUCCESS,2026-07-06T05:54:00
quality.inspection.results,compliance-monitor,1,5294113,378,BRO0012,1220,RUNNING,2026-06-25T11:17:00
inventory.stock.changes,recommendation-engine-consumer,7,41597909,2118,BRO0008,896,SUCCESS,2026-06-03T04:08:00
marketing.campaign.events,reporting-etl-consumer,9,39834676,284,BRO0008,94,SUCCESS,2026-06-14T04:59:00
vendor.onboarding.events,hr-data-sync,23,6806850,2131,BRO0001,1611,SUCCESS,2026-07-16T02:32:00
customer.support.tickets,marketing-attribution-consumer,8,30767754,488,BRO0006,6829,SUCCESS,2026-06-09T16:48:00
customer.profile.updates,order-processing-service,16,28549936,651,BRO0001,5578,SUCCESS,2026-06-03T07:18:00
vendor.onboarding.events,billing-pipeline-consumer,13,45259789,133,BRO0009,848,SUCCESS,2026-07-03T03:19:00
loyalty.points.accrued,warehouse-ops-consumer,3,6128141,2574,BRO0004,1575,SUCCESS,2026-06-29T00:50:00
orders.events.processed,analytics-aggregator,12,13088776,33,BRO0006,1359,SUCCESS,2026-07-19T22:37:00
campaign.performance.metrics,audit-log-collector,15,12591412,1001,BRO0005,7003,SUCCESS,2026-06-04T15:30:00
loyalty.points.accrued,churn-model-feeder,21,10806309,1072,BRO0005,6514,SUCCESS,2026-07-26T03:36:00
sla.breach.alerts,inventory-sync-consumer,14,14601478,147,BRO0009,477,SUCCESS,2026-06-25T16:10:00
shipping.tracking.updates,asset-maintenance-consumer,4,9935933,2136,BRO0003,472,CANCELLED,2026-07-06T00:43:00
audit.access.logs,logistics-telemetry-consumer,12,21094257,523,BRO0009,661,SUCCESS,2026-06-08T21:58:00
customer.profile.updates,customer-360-builder,18,36872384,39,BRO0002,573,SUCCESS,2026-07-09T08:09:00
marketing.campaign.events,payments-reconciler,8,39411732,234,BRO0012,5698,SUCCESS,2026-07-20T19:43:00
churn.risk.updates,quality-control-consumer,15,4142887,3342,BRO0006,138,SUCCESS,2026-07-15T03:57:00
warehouse.pick_pack.events,supply-chain-tracker,23,31381529,162,BRO0005,326,SUCCESS,2026-07-22T04:52:00
billing.transactions.raw,quality-control-consumer,19,7015354,17,BRO0001,237,FAILED,2026-07-03T16:59:00
asset.maintenance.alerts,inventory-sync-consumer,16,40997079,440,BRO0009,527,FAILED,2026-06-15T00:27:00
churn.risk.updates,fraud-detection-group,0,44818333,2433,BRO0001,2124,SUCCESS,2026-07-02T03:26:00
finance.gl.postings,pricing-engine-consumer,23,24393218,210,BRO0012,339,CANCELLED,2026-06-06T10:29:00
order.cancellations,claims-processing-group,5,46961975,3084,BRO0003,2572,FAILED,2026-06-05T16:00:00
logistics.fleet.telemetry,compliance-monitor,22,8503294,1658,BRO0012,6464,SUCCESS,2026-07-04T19:30:00
vendor.onboarding.events,payments-reconciler,11,46812496,1576,BRO0012,1307,QUEUED,2026-06-02T07:20:00
fraud.alerts.stream,reporting-etl-consumer,5,48988591,703,BRO0004,3999,SUCCESS,2026-07-05T17:28:00
customer.support.tickets,customer-360-builder,8,14368647,263,BRO0003,855,SUCCESS,2026-07-12T08:13:00
vendor.onboarding.events,audit-log-collector,17,10992460,727,BRO0012,1602,SUCCESS,2026-07-08T15:03:00
payments.transactions.completed,notification-dispatcher,4,24538098,1733,BRO0004,812,SUCCESS,2026-07-27T08:36:00
payments.transactions.completed,sla-monitor-consumer,21,42924959,352,BRO0004,3621,SUCCESS,2026-06-16T13:01:00
inventory.stock.changes,sla-monitor-consumer,15,4096266,413,BRO0012,1569,SUCCESS,2026-07-03T07:25:00
compliance.kyc.checks,marketing-attribution-consumer,3,20534065,365,BRO0008,2233,FAILED,2026-07-20T04:36:00
logistics.fleet.telemetry,claims-processing-group,14,46750793,54,BRO0012,2875,SUCCESS,2026-06-28T23:13:00
campaign.performance.metrics,security-event-processor,13,12967501,1203,BRO0004,3343,RUNNING,2026-06-05T04:50:00
returns.processed.events,compliance-monitor,22,19368593,135,BRO0008,391,SUCCESS,2026-06-04T15:10:00
pricing.updates.stream,notification-dispatcher,6,33984614,520,BRO0011,1471,SUCCESS,2026-06-17T12:19:00
asset.maintenance.alerts,sla-monitor-consumer,4,13229254,1069,BRO0009,505,RUNNING,2026-06-20T18:00:00
customer.profile.updates,billing-pipeline-consumer,2,36955128,12163,BRO0010,720,SUCCESS,2026-07-25T05:59:00
sales.leads.captured,asset-maintenance-consumer,10,27732259,1648,BRO0011,1091,SUCCESS,2026-06-26T14:17:00
asset.maintenance.alerts,order-processing-service,1,3381647,928,BRO0008,2088,FAILED,2026-06-11T22:15:00
finance.gl.postings,inventory-sync-consumer,14,22751075,1466,BRO0009,1073,CANCELLED,2026-07-12T11:51:00
refund.processing.events,logistics-telemetry-consumer,4,1089410,102,BRO0005,858,SUCCESS,2026-06-14T04:44:00
logistics.fleet.telemetry,churn-model-feeder,3,24963880,322,BRO0008,4483,SUCCESS,2026-07-23T11:38:00
procurement.purchase_orders,inventory-sync-consumer,0,20734056,121,BRO0006,1808,SUCCESS,2026-07-12T11:08:00
quality.inspection.results,payments-reconciler,14,49643793,298,BRO0012,112,SUCCESS,2026-07-16T10:54:00
orders.events.processed,quality-control-consumer,19,15850083,18,BRO0003,1687,RUNNING,2026-06-16T02:01:00
returns.processed.events,inventory-sync-consumer,4,18559122,321,BRO0005,676,SUCCESS,2026-07-11T05:16:00
payments.transactions.completed,quality-control-consumer,11,10019563,1291,BRO0006,2241,CANCELLED,2026-07-12T23:06:00
quality.inspection.results,analytics-aggregator,16,45633624,717,BRO0010,2518,CANCELLED,2026-06-28T23:34:00
subscription.renewals,logistics-telemetry-consumer,2,9820619,184,BRO0005,6714,SUCCESS,2026-06-04T09:06:00
sla.breach.alerts,reporting-etl-consumer,6,10341384,823,BRO0007,755,SUCCESS,2026-06-18T01:48:00
dispute.resolution.updates,claims-processing-group,16,22516654,831,BRO0001,2818,SUCCESS,2026-06-18T08:51:00
energy.consumption.readings,security-event-processor,22,6635331,563,BRO0011,920,SUCCESS,2026-07-18T23:56:00
loyalty.points.accrued,quality-control-consumer,20,11679366,641,BRO0008,535,SUCCESS,2026-07-17T03:50:00
supply_chain.shipments.updates,asset-maintenance-consumer,23,8931578,10,BRO0005,207,SUCCESS,2026-06-15T05:08:00
underwriting.decisions,security-event-processor,10,19425251,937,BRO0001,1489,SUCCESS,2026-07-07T09:43:00
marketing.campaign.events,customer-360-builder,13,41012141,1945,BRO0005,5279,SUCCESS,2026-07-08T15:50:00
finance.gl.postings,asset-maintenance-consumer,18,26120512,406,BRO0011,880,CANCELLED,2026-07-01T10:34:00
billing.transactions.raw,logistics-telemetry-consumer,9,49503605,17816,BRO0003,3479,RUNNING,2026-07-12T08:31:00
billing.transactions.raw,logistics-telemetry-consumer,9,1237043,2841,BRO0010,1212,SUCCESS,2026-07-16T14:58:00
compliance.kyc.checks,payments-reconciler,7,49218499,1494,BRO0003,2677,RUNNING,2026-06-14T03:32:00
energy.consumption.readings,security-event-processor,3,9197886,128,BRO0011,934,SUCCESS,2026-06-07T08:23:00
refund.processing.events,sla-monitor-consumer,18,25842162,88,BRO0002,2005,CANCELLED,2026-06-26T19:03:00
quality.inspection.results,warehouse-ops-consumer,22,14030656,171,BRO0009,377,SUCCESS,2026-06-12T17:41:00
inventory.stock.changes,inventory-sync-consumer,17,21220561,1092,BRO0006,2444,SUCCESS,2026-07-01T16:22:00
asset.maintenance.alerts,audit-log-collector,2,26044821,2086,BRO0009,8376,SUCCESS,2026-06-14T08:12:00
quality.inspection.results,reporting-etl-consumer,21,25710185,341,BRO0010,3577,QUEUED,2026-07-11T16:36:00
loyalty.points.accrued,inventory-sync-consumer,11,25864648,690,BRO0008,625,SUCCESS,2026-06-09T12:12:00
asset.maintenance.alerts,churn-model-feeder,11,31498030,444,BRO0003,148,SUCCESS,2026-06-06T23:21:00
refund.processing.events,churn-model-feeder,16,36205452,2403,BRO0002,1378,SUCCESS,2026-06-15T04:48:00
subscription.renewals,security-event-processor,12,43545302,748,BRO0010,330,FAILED,2026-06-12T03:24:00
loyalty.points.accrued,sla-monitor-consumer,7,15393403,565,BRO0011,976,SUCCESS,2026-07-10T09:36:00
returns.processed.events,quality-control-consumer,17,7408672,242,BRO0003,3258,SUCCESS,2026-06-28T18:03:00
inventory.stock.changes,quality-control-consumer,10,25665769,997,BRO0011,97,SUCCESS,2026-06-22T01:25:00
refund.processing.events,loyalty-points-processor,9,29549755,939,BRO0006,839,SUCCESS,2026-07-25T13:42:00
order.cancellations,inventory-sync-consumer,20,20634383,6,BRO0008,935,FAILED,2026-07-18T09:46:00
customer.support.tickets,warehouse-ops-consumer,13,43748722,707,BRO0001,2458,SUCCESS,2026-07-22T16:24:00
subscription.renewals,quality-control-consumer,2,14490015,1419,BRO0003,1735,SUCCESS,2026-06-13T11:40:00
finance.gl.postings,fraud-detection-group,14,18842151,1266,BRO0002,6931,RUNNING,2026-07-20T07:27:00
vendor.onboarding.events,hr-data-sync,10,36682472,250,BRO0007,1795,SUCCESS,2026-06-26T03:08:00
sales.leads.captured,analytics-aggregator,13,6302848,2860,BRO0003,2384,RUNNING,2026-07-15T13:51:00
supply_chain.shipments.updates,logistics-telemetry-consumer,3,32657379,522,BRO0007,128,SUCCESS,2026-07-16T04:09:00
customer.support.tickets,fraud-detection-group,18,27884814,969,BRO0002,1113,FAILED,2026-06-26T23:22:00
underwriting.decisions,security-event-processor,22,33534472,914,BRO0003,794,QUEUED,2026-06-22T09:32:00
fraud.alerts.stream,loyalty-points-processor,6,5854556,344,BRO0003,1061,SUCCESS,2026-07-10T14:43:00
procurement.purchase_orders,inventory-sync-consumer,14,41752929,27311,BRO0001,3436,SUCCESS,2026-07-09T00:50:00
vendor.onboarding.events,analytics-aggregator,2,5769079,2846,BRO0005,299,SUCCESS,2026-06-03T10:46:00
vendor.onboarding.events,warehouse-ops-consumer,8,25695534,1201,BRO0011,70,SUCCESS,2026-07-10T13:07:00
vendor.onboarding.events,reporting-etl-consumer,6,10530052,444,BRO0003,8044,RUNNING,2026-07-27T14:25:00
logistics.fleet.telemetry,security-event-processor,4,32275626,269,BRO0004,934,CANCELLED,2026-07-15T12:23:00
audit.access.logs,sla-monitor-consumer,12,25889837,2049,BRO0006,736,SUCCESS,2026-07-26T15:52:00
loyalty.points.accrued,warehouse-ops-consumer,2,43098663,430,BRO0002,5229,SUCCESS,2026-06-05T02:03:00
shipping.tracking.updates,customer-360-builder,11,13650708,59,BRO0004,2691,SUCCESS,2026-06-12T18:04:00
security.auth.events,churn-model-feeder,2,46624727,683,BRO0002,1395,SUCCESS,2026-07-15T23:06:00
vendor.onboarding.events,claims-processing-group,12,8783086,929,BRO0005,1582,FAILED,2026-06-04T10:58:00
fraud.alerts.stream,sla-monitor-consumer,2,47628716,198,BRO0002,2507,CANCELLED,2026-06-14T18:31:00
inventory.stock.changes,hr-data-sync,0,49584506,53,BRO0011,423,SUCCESS,2026-06-14T08:08:00
pricing.updates.stream,audit-log-collector,18,13871722,45,BRO0007,1291,SUCCESS,2026-06-03T22:37:00
campaign.performance.metrics,pricing-engine-consumer,18,6583155,1643,BRO0010,10613,RUNNING,2026-06-11T12:31:00
orders.events.processed,logistics-telemetry-consumer,6,27875767,667,BRO0004,2124,SUCCESS,2026-06-08T19:44:00
fraud.alerts.stream,audit-log-collector,18,20471247,113,BRO0008,1609,FAILED,2026-06-20T01:07:00
inventory.stock.changes,asset-maintenance-consumer,2,30464469,680,BRO0009,10091,SUCCESS,2026-07-10T12:19:00
payments.transactions.completed,asset-maintenance-consumer,7,24835399,830,BRO0009,1510,SUCCESS,2026-06-13T01:54:00
hr.employee.changes,notification-dispatcher,14,31497415,2081,BRO0003,6865,SUCCESS,2026-06-10T20:18:00
finance.gl.postings,security-event-processor,6,43534791,258,BRO0006,1677,CANCELLED,2026-07-24T05:20:00
quality.inspection.results,hr-data-sync,12,25641639,2135,BRO0007,936,SUCCESS,2026-07-09T18:53:00
claims.submitted.events,warehouse-ops-consumer,23,49412399,1840,BRO0003,1815,SUCCESS,2026-06-06T08:31:00
security.auth.events,reporting-etl-consumer,10,36262485,587,BRO0011,1631,SUCCESS,2026-07-05T07:08:00
recommendation.engine.scores,marketing-attribution-consumer,11,14315433,3071,BRO0010,265,SUCCESS,2026-06-10T04:43:00
warehouse.pick_pack.events,asset-maintenance-consumer,21,1577607,385,BRO0003,10971,SUCCESS,2026-06-17T12:56:00
compliance.kyc.checks,billing-pipeline-consumer,6,18404012,367,BRO0012,2080,SUCCESS,2026-06-29T16:06:00
vendor.onboarding.events,analytics-aggregator,15,49140365,481,BRO0009,12615,SUCCESS,2026-07-26T03:46:00
hr.employee.changes,marketing-attribution-consumer,9,45947150,766,BRO0007,533,SUCCESS,2026-07-24T14:16:00
sla.breach.alerts,claims-processing-group,20,14801654,108,BRO0011,789,SUCCESS,2026-06-07T06:31:00
finance.gl.postings,hr-data-sync,0,41680344,1382,BRO0001,305,SUCCESS,2026-07-08T18:19:00
hr.employee.changes,security-event-processor,18,7721003,855,BRO0008,985,SUCCESS,2026-07-16T13:17:00
returns.processed.events,claims-processing-group,0,37944960,271,BRO0001,2364,CANCELLED,2026-06-28T14:27:00
sla.breach.alerts,inventory-sync-consumer,5,14004949,177,BRO0009,11305,RUNNING,2026-06-29T09:46:00
security.auth.events,fraud-detection-group,3,25883922,346,BRO0011,725,SUCCESS,2026-06-18T21:19:00
warehouse.pick_pack.events,fraud-detection-group,18,25363410,857,BRO0007,831,SUCCESS,2026-07-02T11:19:00
dispute.resolution.updates,payments-reconciler,16,42026780,1128,BRO0003,3427,SUCCESS,2026-06-10T21:06:00
dispute.resolution.updates,audit-log-collector,22,26776835,726,BRO0003,2062,SUCCESS,2026-07-17T08:24:00
fraud.alerts.stream,claims-processing-group,1,9445826,197,BRO0007,579,SUCCESS,2026-06-03T18:11:00
energy.consumption.readings,logistics-telemetry-consumer,0,43534564,750,BRO0003,718,RUNNING,2026-06-27T22:53:00
asset.maintenance.alerts,quality-control-consumer,9,38402431,99,BRO0003,573,SUCCESS,2026-06-26T12:25:00
loyalty.points.accrued,hr-data-sync,15,14404803,1547,BRO0003,4368,SUCCESS,2026-07-15T21:30:00
asset.maintenance.alerts,analytics-aggregator,23,14349806,186,BRO0001,633,SUCCESS,2026-06-13T05:08:00
recommendation.engine.scores,supply-chain-tracker,1,35782530,168,BRO0012,818,SUCCESS,2026-06-07T21:13:00
pricing.updates.stream,churn-model-feeder,16,20701097,950,BRO0003,4182,SUCCESS,2026-07-07T12:22:00
customer.profile.updates,sla-monitor-consumer,16,25174298,1308,BRO0007,625,SUCCESS,2026-06-22T02:20:00
payments.transactions.completed,compliance-monitor,21,43616291,571,BRO0004,3626,SUCCESS,2026-06-19T08:40:00
payments.transactions.completed,hr-data-sync,7,5895580,1296,BRO0012,251,SUCCESS,2026-07-21T02:06:00
order.cancellations,sla-monitor-consumer,10,45548794,96,BRO0002,583,SUCCESS,2026-07-06T05:08:00
fraud.alerts.stream,reporting-etl-consumer,12,10288565,936,BRO0012,5233,QUEUED,2026-06-12T23:06:00
audit.access.logs,notification-dispatcher,0,27260749,566,BRO0008,2250,SUCCESS,2026-07-11T13:02:00
churn.risk.updates,payments-reconciler,0,17407549,2470,BRO0003,434,SUCCESS,2026-07-19T19:44:00
returns.processed.events,warehouse-ops-consumer,6,23057905,314,BRO0009,327,RUNNING,2026-07-22T00:42:00
sla.breach.alerts,compliance-monitor,15,37697083,847,BRO0005,196,SUCCESS,2026-07-09T23:11:00
billing.transactions.raw,notification-dispatcher,3,31022554,757,BRO0010,1676,SUCCESS,2026-07-15T07:56:00
asset.maintenance.alerts,pricing-engine-consumer,14,20495919,1054,BRO0010,879,FAILED,2026-06-23T12:49:00
