entity_id,source_system,total_incidents,last_incident,root_cause,resolution,severity
MAC0114,Manufacturing,7,2026-07-12,Memory Leak,Restart Service,Medium
MAC0115,Manufacturing,4,2026-07-23,Sensor Failure,Retry Pipeline,High
MAC0116,Manufacturing,7,2026-07-07,Database Lock,Restart Service,Low
MAC0117,Manufacturing,10,2026-07-13,Memory Leak,Manual Intervention,High
MAC0118,Manufacturing,5,2026-07-04,Database Lock,Scale Cluster,Medium
MAC0119,Manufacturing,8,2026-07-15,Container Restart,Scale Cluster,Medium
MAC0120,Manufacturing,2,2026-07-14,Authentication Failure,Rollback Deployment,Low
MAC0121,Manufacturing,4,2026-07-27,Disk Full,Restart Service,High
MAC0122,Manufacturing,12,2026-07-11,Authentication Failure,Increase Resources,High
MAC0123,Manufacturing,12,2026-07-03,CPU Saturation,Replace Sensor,Medium
MAC0124,Manufacturing,1,2026-07-02,Firmware Error,Apply Patch,Low
MAC0125,Manufacturing,10,2026-07-14,Configuration Drift,Restart Service,Critical
MAC0126,Manufacturing,8,2026-07-03,API Rate Limit,Update Configuration,Medium
MAC0127,Manufacturing,5,2026-07-21,Authentication Failure,Restart Service,Critical
MAC0128,Manufacturing,9,2026-07-21,Authentication Failure,Update Configuration,Critical
MAC0129,Manufacturing,13,2026-07-18,Authentication Failure,Restart Service,Low
MAC0130,Manufacturing,14,2026-07-04,Memory Leak,Scale Cluster,Low
MAC0131,Manufacturing,9,2026-07-07,Configuration Drift,Increase Resources,High
MAC0132,Manufacturing,3,2026-07-21,Configuration Drift,Rollback Deployment,Low
MAC0133,Manufacturing,10,2026-07-01,Authentication Failure,Manual Intervention,High
MAC0134,Manufacturing,8,2026-07-16,Power Outage,Apply Patch,Critical
MAC0135,Manufacturing,14,2026-07-04,Pod Crash,Replace Node,Critical
MAC0136,Manufacturing,15,2026-07-21,Dependency Failure,Replace Sensor,Low
MAC0137,Manufacturing,0,2026-07-19,Power Outage,Manual Intervention,High
MAC0138,Manufacturing,10,2026-07-10,Network Timeout,Increase Resources,Low
MAC0139,Manufacturing,7,2026-07-07,Network Timeout,Restart Service,High
MAC0140,Manufacturing,2,2026-07-12,Container Restart,Increase Resources,High
MAC0141,Manufacturing,12,2026-07-08,Dependency Failure,Retry Pipeline,Low
MAC0142,Manufacturing,8,2026-07-04,Authentication Failure,Update Configuration,High
MAC0143,Manufacturing,0,2026-07-21,Authentication Failure,Increase Resources,Critical
MAC0144,Manufacturing,0,2026-07-07,Container Restart,Replace Sensor,Medium
MAC0145,Manufacturing,1,2026-07-26,API Rate Limit,Replace Node,Low
MAC0146,Manufacturing,10,2026-07-21,Sensor Failure,Apply Patch,Low
MAC0147,Manufacturing,7,2026-07-17,Dependency Failure,Apply Patch,Low
MAC0148,Manufacturing,2,2026-07-27,Database Lock,Replace Node,Critical
MAC0149,Manufacturing,5,2026-07-15,Sensor Failure,Retry Pipeline,Critical
MAC0150,Manufacturing,8,2026-07-19,Authentication Failure,Retry Pipeline,Critical
MAC0151,Manufacturing,8,2026-07-22,API Rate Limit,Replace Sensor,Medium
MAC0152,Manufacturing,15,2026-07-13,CPU Saturation,Manual Intervention,Medium
MAC0153,Manufacturing,3,2026-07-07,Container Restart,Update Configuration,High
MAC0154,Manufacturing,5,2026-07-07,Power Outage,Replace Sensor,Critical
MAC0155,Manufacturing,8,2026-07-02,Firmware Error,Manual Intervention,High
MAC0156,Manufacturing,2,2026-07-09,Power Outage,Retry Pipeline,Medium
MAC0157,Manufacturing,12,2026-07-04,Sensor Failure,Replace Node,Low
MAC0158,Manufacturing,0,2026-07-01,Configuration Drift,Replace Sensor,High
MAC0159,Manufacturing,5,2026-07-19,Container Restart,Retry Pipeline,Critical
MAC0160,Manufacturing,7,2026-07-25,Authentication Failure,Restart Service,High
MAC0161,Manufacturing,1,2026-07-16,Disk Full,Increase Resources,Low
MAC0162,Manufacturing,15,2026-07-11,API Rate Limit,Restart Service,Critical
MAC0163,Manufacturing,2,2026-07-08,Power Outage,Replace Node,Medium
MAC0164,Manufacturing,3,2026-07-28,Power Outage,Scale Cluster,High
MAC0165,Manufacturing,9,2026-07-26,Power Outage,Apply Patch,High
MAC0166,Manufacturing,3,2026-07-05,Dependency Failure,Replace Node,Critical
MAC0167,Manufacturing,8,2026-07-15,Dependency Failure,Retry Pipeline,Low
MAC0168,Manufacturing,11,2026-07-24,Network Timeout,Retry Pipeline,Medium
MAC0169,Manufacturing,9,2026-07-21,Firmware Error,Rollback Deployment,Critical
MAC0170,Manufacturing,11,2026-07-25,Configuration Drift,Replace Node,Medium
MAC0171,Manufacturing,2,2026-07-06,Broker Failure,Replace Sensor,Medium
MAC0172,Manufacturing,1,2026-07-09,Firmware Error,Scale Cluster,Low
MAC0173,Manufacturing,4,2026-07-14,Sensor Failure,Restart Service,High
MAC0174,Manufacturing,12,2026-07-17,Power Outage,Retry Pipeline,Medium
MAC0175,Manufacturing,6,2026-07-14,CPU Saturation,Apply Patch,Medium
MAC0176,Manufacturing,2,2026-07-02,Power Outage,Restart Service,Low
MAC0177,Manufacturing,10,2026-07-04,Database Lock,Retry Pipeline,Low
MAC0178,Manufacturing,10,2026-07-27,Firmware Error,Replace Sensor,Critical
MAC0179,Manufacturing,4,2026-07-14,Network Timeout,Retry Pipeline,Critical
MAC0180,Manufacturing,6,2026-07-20,CPU Saturation,Apply Patch,High
MAC0181,Manufacturing,2,2026-07-08,Broker Failure,Apply Patch,High
MAC0182,Manufacturing,2,2026-07-22,Authentication Failure,Increase Resources,Low
MAC0183,Manufacturing,3,2026-07-09,Pod Crash,Restart Service,High
MAC0184,Manufacturing,5,2026-07-14,Sensor Failure,Increase Resources,High
MAC0185,Manufacturing,13,2026-07-17,Sensor Failure,Restart Service,Medium
MAC0186,Manufacturing,15,2026-07-02,Memory Leak,Increase Resources,Medium
MAC0187,Manufacturing,10,2026-07-01,Disk Full,Scale Cluster,Low
MAC0188,Manufacturing,3,2026-07-17,Dependency Failure,Retry Pipeline,Medium
MAC0189,Manufacturing,13,2026-07-10,Database Lock,Rollback Deployment,Critical
MAC0190,Manufacturing,4,2026-07-13,Power Outage,Manual Intervention,Low
MAC0191,Manufacturing,14,2026-07-19,Authentication Failure,Update Configuration,Critical
MAC0192,Manufacturing,0,2026-07-11,Network Timeout,Update Configuration,High
MAC0193,Manufacturing,6,2026-07-24,Authentication Failure,Increase Resources,Low
MAC0194,Manufacturing,11,2026-07-02,Database Lock,Replace Node,High
MAC0195,Manufacturing,4,2026-07-14,Memory Leak,Scale Cluster,Critical
MAC0196,Manufacturing,14,2026-07-27,Sensor Failure,Rollback Deployment,Medium
MAC0197,Manufacturing,0,2026-07-01,Authentication Failure,Update Configuration,Critical
MAC0198,Manufacturing,0,2026-07-25,Authentication Failure,Apply Patch,Critical
MAC0199,Manufacturing,15,2026-07-18,Sensor Failure,Replace Sensor,Critical
MAC0200,Manufacturing,8,2026-07-09,API Rate Limit,Replace Sensor,Low
MAC0201,Manufacturing,2,2026-07-11,Authentication Failure,Replace Node,Critical
MAC0202,Manufacturing,15,2026-07-05,Power Outage,Update Configuration,Low
MAC0203,Manufacturing,7,2026-07-16,Power Outage,Restart Service,Critical
MAC0204,Manufacturing,8,2026-07-16,Pod Crash,Update Configuration,High
MAC0205,Manufacturing,6,2026-07-05,CPU Saturation,Rollback Deployment,Low
MAC0206,Manufacturing,1,2026-07-13,Sensor Failure,Scale Cluster,High
MAC0207,Manufacturing,4,2026-07-25,Container Restart,Retry Pipeline,High
MAC0208,Manufacturing,8,2026-07-13,Broker Failure,Apply Patch,Critical
MAC0209,Manufacturing,8,2026-07-15,Power Outage,Increase Resources,Medium
MAC0210,Manufacturing,10,2026-07-14,Broker Failure,Rollback Deployment,Low
MAC0211,Manufacturing,2,2026-07-01,Container Restart,Rollback Deployment,Low
MAC0212,Manufacturing,4,2026-07-20,Network Timeout,Update Configuration,Low
MAC0213,Manufacturing,2,2026-07-09,Disk Full,Apply Patch,Medium
MAC0214,Manufacturing,7,2026-07-13,Broker Failure,Update Configuration,Critical
MAC0215,Manufacturing,5,2026-07-27,Power Outage,Retry Pipeline,Medium
MAC0216,Manufacturing,15,2026-07-27,Authentication Failure,Rollback Deployment,Medium
MAC0217,Manufacturing,14,2026-07-11,Authentication Failure,Scale Cluster,Medium
MAC0218,Manufacturing,12,2026-07-23,Network Timeout,Retry Pipeline,Medium
MAC0219,Manufacturing,6,2026-07-14,Network Timeout,Rollback Deployment,Low
MAC0220,Manufacturing,13,2026-07-25,Database Lock,Scale Cluster,Low
MAC0221,Manufacturing,10,2026-07-02,Dependency Failure,Rollback Deployment,Low
MAC0222,Manufacturing,4,2026-07-19,Disk Full,Apply Patch,Medium
MAC0223,Manufacturing,4,2026-07-26,Container Restart,Increase Resources,High
MAC0224,Manufacturing,10,2026-07-04,Container Restart,Increase Resources,Medium
MAC0225,Manufacturing,6,2026-07-19,Dependency Failure,Apply Patch,Low
MAC0226,Manufacturing,4,2026-07-21,Memory Leak,Manual Intervention,Critical
MAC0227,Manufacturing,15,2026-07-13,Firmware Error,Retry Pipeline,Low
MAC0228,Manufacturing,15,2026-07-09,Database Lock,Scale Cluster,Medium
MAC0229,Manufacturing,10,2026-07-10,Container Restart,Restart Service,Critical
MAC0230,Manufacturing,1,2026-07-18,Power Outage,Manual Intervention,Medium
MAC0231,Manufacturing,14,2026-07-13,Database Lock,Replace Sensor,Critical
MAC0232,Manufacturing,9,2026-07-04,Authentication Failure,Scale Cluster,Critical
MAC0233,Manufacturing,1,2026-07-08,Dependency Failure,Increase Resources,Low
MAC0234,Manufacturing,6,2026-07-09,Disk Full,Restart Service,Low
MAC0235,Manufacturing,1,2026-07-07,CPU Saturation,Manual Intervention,Medium
MAC0236,Manufacturing,10,2026-07-22,Container Restart,Replace Sensor,Low
MAC0237,Manufacturing,8,2026-07-22,Firmware Error,Replace Node,Critical
MAC0238,Manufacturing,8,2026-07-27,Disk Full,Replace Sensor,Low
MAC0239,Manufacturing,7,2026-07-02,Sensor Failure,Replace Sensor,Critical
MAC0240,Manufacturing,13,2026-07-19,Database Lock,Scale Cluster,Low
MAC0241,Manufacturing,12,2026-07-16,Firmware Error,Increase Resources,Medium
MAC0242,Manufacturing,10,2026-07-06,Broker Failure,Replace Node,High
MAC0243,Manufacturing,2,2026-07-16,Sensor Failure,Replace Node,Medium
MAC0244,Manufacturing,14,2026-07-18,Firmware Error,Manual Intervention,High
MAC0245,Manufacturing,3,2026-07-01,Memory Leak,Scale Cluster,Low
MAC0246,Manufacturing,6,2026-07-19,Dependency Failure,Replace Sensor,High
MAC0247,Manufacturing,10,2026-07-07,Firmware Error,Restart Service,Low
MAC0248,Manufacturing,1,2026-07-09,Broker Failure,Update Configuration,High
MAC0249,Manufacturing,8,2026-07-20,Network Timeout,Update Configuration,High
MAC0250,Manufacturing,3,2026-07-07,Memory Leak,Increase Resources,Low
MAC0251,Manufacturing,0,2026-07-02,Dependency Failure,Apply Patch,Critical
MAC0252,Manufacturing,3,2026-07-17,CPU Saturation,Apply Patch,Critical
MAC0253,Manufacturing,15,2026-07-22,CPU Saturation,Increase Resources,Medium
MAC0254,Manufacturing,8,2026-07-17,Power Outage,Increase Resources,Critical
MAC0255,Manufacturing,7,2026-07-08,Configuration Drift,Manual Intervention,Critical
MAC0256,Manufacturing,2,2026-07-06,Disk Full,Manual Intervention,High
MAC0257,Manufacturing,7,2026-07-18,API Rate Limit,Update Configuration,Critical
MAC0258,Manufacturing,7,2026-07-08,Power Outage,Replace Sensor,High
MAC0259,Manufacturing,2,2026-07-02,Network Timeout,Replace Sensor,Critical
MAC0260,Manufacturing,8,2026-07-16,Authentication Failure,Increase Resources,Medium
MAC0261,Manufacturing,0,2026-07-06,Pod Crash,Apply Patch,Low
MAC0262,Manufacturing,2,2026-07-10,API Rate Limit,Scale Cluster,Critical
MAC0263,Manufacturing,3,2026-07-21,Dependency Failure,Scale Cluster,Critical
MAC0264,Manufacturing,4,2026-07-28,Pod Crash,Restart Service,Low
MAC0265,Manufacturing,14,2026-07-06,CPU Saturation,Replace Node,Medium
MAC0266,Manufacturing,8,2026-07-01,Configuration Drift,Apply Patch,Critical
MAC0267,Manufacturing,0,2026-07-09,Memory Leak,Replace Node,Low
MAC0268,Manufacturing,14,2026-07-01,Container Restart,Replace Sensor,Critical
MAC0269,Manufacturing,0,2026-07-07,Broker Failure,Apply Patch,Low
MAC0270,Manufacturing,14,2026-07-23,Memory Leak,Replace Sensor,Critical
MAC0271,Manufacturing,9,2026-07-07,Container Restart,Retry Pipeline,Low
MAC0272,Manufacturing,2,2026-07-10,Configuration Drift,Replace Sensor,High
MAC0273,Manufacturing,13,2026-07-13,Firmware Error,Scale Cluster,Medium
MAC0274,Manufacturing,8,2026-07-24,Broker Failure,Replace Sensor,High
MAC0275,Manufacturing,12,2026-07-19,Authentication Failure,Retry Pipeline,High
MAC0276,Manufacturing,3,2026-07-13,API Rate Limit,Replace Node,Low
MAC0277,Manufacturing,15,2026-07-12,Authentication Failure,Rollback Deployment,Low
MAC0278,Manufacturing,12,2026-07-06,Authentication Failure,Manual Intervention,Critical
MAC0279,Manufacturing,8,2026-07-06,Power Outage,Apply Patch,Medium
MAC0280,Manufacturing,3,2026-07-02,CPU Saturation,Restart Service,Medium
MAC0281,Manufacturing,5,2026-07-21,Configuration Drift,Manual Intervention,Critical
MAC0282,Manufacturing,10,2026-07-13,Authentication Failure,Rollback Deployment,High
MAC0283,Manufacturing,14,2026-07-14,Broker Failure,Rollback Deployment,Critical
MAC0284,Manufacturing,9,2026-07-23,CPU Saturation,Replace Node,High
MAC0285,Manufacturing,7,2026-07-28,Firmware Error,Replace Sensor,High
MAC0286,Manufacturing,4,2026-07-17,Container Restart,Replace Node,Low
MAC0287,Manufacturing,5,2026-07-04,Memory Leak,Rollback Deployment,Critical
MAC0288,Manufacturing,5,2026-07-07,Authentication Failure,Update Configuration,High
MAC0289,Manufacturing,1,2026-07-10,API Rate Limit,Replace Sensor,Medium
MAC0290,Manufacturing,8,2026-07-25,Container Restart,Replace Sensor,Critical
MAC0291,Manufacturing,15,2026-07-08,Database Lock,Manual Intervention,Low
MAC0292,Manufacturing,12,2026-07-26,Memory Leak,Rollback Deployment,High
MAC0293,Manufacturing,1,2026-07-22,Memory Leak,Apply Patch,Critical
MAC0294,Manufacturing,2,2026-07-22,Network Timeout,Replace Node,High
MAC0295,Manufacturing,8,2026-07-27,Configuration Drift,Replace Sensor,Critical
MAC0296,Manufacturing,9,2026-07-09,Disk Full,Restart Service,Low
MAC0297,Manufacturing,0,2026-07-27,Configuration Drift,Rollback Deployment,Medium
MAC0298,Manufacturing,7,2026-07-24,Database Lock,Scale Cluster,Critical
MAC0299,Manufacturing,8,2026-07-02,Dependency Failure,Retry Pipeline,Low
MAC0300,Manufacturing,0,2026-07-21,Pod Crash,Update Configuration,Low
MAC0301,Manufacturing,12,2026-07-26,Disk Full,Update Configuration,High
MAC0302,Manufacturing,0,2026-07-26,Disk Full,Manual Intervention,Critical
MAC0303,Manufacturing,9,2026-07-23,Memory Leak,Retry Pipeline,High
MAC0304,Manufacturing,5,2026-07-08,Container Restart,Retry Pipeline,Low
MAC0305,Manufacturing,4,2026-07-24,Dependency Failure,Manual Intervention,Low
MAC0306,Manufacturing,13,2026-07-23,Authentication Failure,Scale Cluster,Critical
MAC0307,Manufacturing,14,2026-07-19,Network Timeout,Replace Node,Medium
MAC0308,Manufacturing,11,2026-07-23,CPU Saturation,Increase Resources,Medium
MAC0309,Manufacturing,5,2026-07-26,API Rate Limit,Apply Patch,Medium
MAC0310,Manufacturing,1,2026-07-13,Configuration Drift,Increase Resources,Medium
MAC0311,Manufacturing,9,2026-07-09,Memory Leak,Update Configuration,Low
MAC0312,Manufacturing,3,2026-07-26,Memory Leak,Retry Pipeline,High
MAC0313,Manufacturing,15,2026-07-10,Configuration Drift,Replace Node,Low
MAC0314,Manufacturing,3,2026-07-17,Disk Full,Replace Node,High
MAC0315,Manufacturing,1,2026-07-15,Firmware Error,Scale Cluster,High
MAC0316,Manufacturing,13,2026-07-19,Authentication Failure,Retry Pipeline,Medium
MAC0317,Manufacturing,11,2026-07-12,Memory Leak,Apply Patch,High
MAC0318,Manufacturing,8,2026-07-08,Memory Leak,Replace Sensor,High
MAC0319,Manufacturing,2,2026-07-05,Sensor Failure,Increase Resources,Medium
MAC0320,Manufacturing,13,2026-07-25,Configuration Drift,Increase Resources,Low
MAC0321,Manufacturing,4,2026-07-16,Database Lock,Replace Sensor,Medium
MAC0322,Manufacturing,2,2026-07-01,Firmware Error,Apply Patch,Critical
MAC0323,Manufacturing,10,2026-07-20,Pod Crash,Restart Service,Critical
MAC0324,Manufacturing,15,2026-07-05,Container Restart,Restart Service,Critical
MAC0325,Manufacturing,13,2026-07-03,Firmware Error,Restart Service,High
MAC0326,Manufacturing,12,2026-07-21,Database Lock,Retry Pipeline,Medium
MAC0327,Manufacturing,13,2026-07-03,Container Restart,Retry Pipeline,High
MAC0328,Manufacturing,15,2026-07-04,Power Outage,Replace Sensor,Critical
MAC0329,Manufacturing,14,2026-07-25,Network Timeout,Retry Pipeline,Low
MAC0330,Manufacturing,9,2026-07-11,Network Timeout,Scale Cluster,Low
MAC0331,Manufacturing,11,2026-07-09,Dependency Failure,Replace Sensor,High
MAC0332,Manufacturing,3,2026-07-10,Broker Failure,Retry Pipeline,Low
MAC0333,Manufacturing,2,2026-07-09,CPU Saturation,Increase Resources,Critical
MAC0334,Manufacturing,7,2026-07-22,Pod Crash,Increase Resources,Critical
MAC0335,Manufacturing,0,2026-07-21,API Rate Limit,Update Configuration,Critical
MAC0336,Manufacturing,15,2026-07-10,Authentication Failure,Scale Cluster,Critical
MAC0337,Manufacturing,11,2026-07-04,Authentication Failure,Rollback Deployment,Critical
MAC0338,Manufacturing,9,2026-07-07,Container Restart,Restart Service,Critical
MAC0339,Manufacturing,1,2026-07-09,Memory Leak,Manual Intervention,Critical
MAC0340,Manufacturing,11,2026-07-21,Disk Full,Replace Sensor,Low
MAC0341,Manufacturing,12,2026-07-15,Authentication Failure,Scale Cluster,Low
MAC0342,Manufacturing,15,2026-07-18,Dependency Failure,Apply Patch,Low
MAC0343,Manufacturing,6,2026-07-14,Pod Crash,Apply Patch,Critical
MAC0344,Manufacturing,14,2026-07-08,API Rate Limit,Restart Service,High
MAC0345,Manufacturing,2,2026-07-03,Sensor Failure,Retry Pipeline,High
MAC0346,Manufacturing,12,2026-07-23,CPU Saturation,Scale Cluster,High
MAC0347,Manufacturing,11,2026-07-17,CPU Saturation,Rollback Deployment,Low
MAC0348,Manufacturing,6,2026-07-23,CPU Saturation,Update Configuration,High
MAC0349,Manufacturing,0,2026-07-15,Dependency Failure,Update Configuration,High
MAC0350,Manufacturing,5,2026-07-22,API Rate Limit,Apply Patch,Medium
MAC0351,Manufacturing,9,2026-07-11,Firmware Error,Replace Node,High
MAC0352,Manufacturing,11,2026-07-10,Pod Crash,Increase Resources,High
MAC0353,Manufacturing,3,2026-07-15,Broker Failure,Replace Sensor,Medium
MAC0354,Manufacturing,3,2026-07-24,Sensor Failure,Apply Patch,Low
MAC0355,Manufacturing,2,2026-07-21,Power Outage,Rollback Deployment,Low
MAC0356,Manufacturing,7,2026-07-11,Authentication Failure,Rollback Deployment,Low
MAC0357,Manufacturing,12,2026-07-19,Memory Leak,Replace Node,Critical
MAC0358,Manufacturing,2,2026-07-27,CPU Saturation,Replace Sensor,Critical
MAC0359,Manufacturing,3,2026-07-02,Network Timeout,Update Configuration,Critical
MAC0360,Manufacturing,1,2026-07-09,Authentication Failure,Replace Sensor,Low
MAC0361,Manufacturing,10,2026-07-03,CPU Saturation,Scale Cluster,Low
MAC0362,Manufacturing,1,2026-07-06,Configuration Drift,Replace Node,Critical
MAC0363,Manufacturing,14,2026-07-11,Memory Leak,Rollback Deployment,High
MAC0364,Manufacturing,14,2026-07-13,Memory Leak,Scale Cluster,Low
MAC0365,Manufacturing,11,2026-07-11,Power Outage,Scale Cluster,Critical
MAC0366,Manufacturing,13,2026-07-01,Configuration Drift,Increase Resources,Critical
MAC0367,Manufacturing,14,2026-07-02,Database Lock,Manual Intervention,Low
MAC0368,Manufacturing,14,2026-07-06,Container Restart,Retry Pipeline,Critical
MAC0369,Manufacturing,13,2026-07-13,Pod Crash,Increase Resources,Medium
MAC0370,Manufacturing,2,2026-07-22,Configuration Drift,Restart Service,High
MAC0371,Manufacturing,2,2026-07-07,Pod Crash,Manual Intervention,Low
MAC0372,Manufacturing,8,2026-07-02,Sensor Failure,Scale Cluster,High
MAC0373,Manufacturing,2,2026-07-20,Network Timeout,Update Configuration,High
MAC0374,Manufacturing,2,2026-07-18,Network Timeout,Increase Resources,Low
MAC0375,Manufacturing,10,2026-07-04,Memory Leak,Replace Node,Medium
MAC0376,Manufacturing,8,2026-07-13,Database Lock,Increase Resources,Critical
MAC0377,Manufacturing,0,2026-07-08,Power Outage,Scale Cluster,Medium
MAC0378,Manufacturing,14,2026-07-27,Disk Full,Rollback Deployment,Critical
MAC0379,Manufacturing,10,2026-07-21,Broker Failure,Increase Resources,Medium
MAC0380,Manufacturing,3,2026-07-01,Authentication Failure,Apply Patch,Medium
MAC0381,Manufacturing,8,2026-07-26,Network Timeout,Restart Service,High
MAC0382,Manufacturing,12,2026-07-07,Pod Crash,Manual Intervention,Low
MAC0383,Manufacturing,14,2026-07-06,Memory Leak,Retry Pipeline,High
MAC0384,Manufacturing,14,2026-07-01,Configuration Drift,Increase Resources,Medium
MAC0385,Manufacturing,8,2026-07-24,Database Lock,Rollback Deployment,Low
MAC0386,Manufacturing,15,2026-07-20,Database Lock,Replace Sensor,Medium
MAC0387,Manufacturing,1,2026-07-15,CPU Saturation,Scale Cluster,High
MAC0388,Manufacturing,11,2026-07-06,Sensor Failure,Restart Service,Medium
MAC0389,Manufacturing,11,2026-07-11,Configuration Drift,Rollback Deployment,Critical
MAC0390,Manufacturing,1,2026-07-03,Power Outage,Rollback Deployment,Low
MAC0391,Manufacturing,4,2026-07-16,Pod Crash,Replace Sensor,Critical
MAC0392,Manufacturing,6,2026-07-06,Disk Full,Rollback Deployment,Medium
MAC0393,Manufacturing,9,2026-07-24,Container Restart,Manual Intervention,High
MAC0394,Manufacturing,6,2026-07-16,Authentication Failure,Increase Resources,Low
MAC0395,Manufacturing,0,2026-07-19,Broker Failure,Apply Patch,Low
MAC0396,Manufacturing,15,2026-07-24,Sensor Failure,Update Configuration,Low
MAC0397,Manufacturing,5,2026-07-26,Memory Leak,Replace Sensor,Critical
MAC0398,Manufacturing,13,2026-07-03,Authentication Failure,Replace Sensor,Critical
MAC0399,Manufacturing,10,2026-07-16,Dependency Failure,Apply Patch,Critical
MAC0400,Manufacturing,3,2026-07-25,Configuration Drift,Replace Node,Medium
MAC0401,Manufacturing,14,2026-07-26,Configuration Drift,Manual Intervention,Medium
MAC0402,Manufacturing,1,2026-07-23,Broker Failure,Scale Cluster,Low
MAC0403,Manufacturing,11,2026-07-27,Pod Crash,Manual Intervention,Critical
MAC0404,Manufacturing,4,2026-07-08,Container Restart,Rollback Deployment,Medium
MAC0405,Manufacturing,13,2026-07-19,CPU Saturation,Restart Service,Medium
MAC0406,Manufacturing,6,2026-07-10,Network Timeout,Restart Service,High
MAC0407,Manufacturing,10,2026-07-07,Database Lock,Manual Intervention,Critical
MAC0408,Manufacturing,14,2026-07-05,Pod Crash,Replace Node,Medium
MAC0409,Manufacturing,5,2026-07-05,CPU Saturation,Update Configuration,High
MAC0410,Manufacturing,10,2026-07-17,Authentication Failure,Update Configuration,Medium
MAC0411,Manufacturing,13,2026-07-20,CPU Saturation,Replace Sensor,Medium
MAC0412,Manufacturing,8,2026-07-28,Container Restart,Update Configuration,High
MAC0413,Manufacturing,12,2026-07-11,Container Restart,Apply Patch,Critical
MAC0414,Manufacturing,2,2026-07-13,Database Lock,Manual Intervention,Low
MAC0415,Manufacturing,14,2026-07-09,Configuration Drift,Update Configuration,Critical
MAC0416,Manufacturing,3,2026-07-22,Broker Failure,Increase Resources,Medium
MAC0417,Manufacturing,1,2026-07-04,Database Lock,Apply Patch,Medium
MAC0418,Manufacturing,2,2026-07-09,Sensor Failure,Retry Pipeline,Medium
MAC0419,Manufacturing,7,2026-07-04,Authentication Failure,Retry Pipeline,Medium
MAC0420,Manufacturing,11,2026-07-21,Dependency Failure,Rollback Deployment,Critical
MAC0421,Manufacturing,15,2026-07-21,Sensor Failure,Retry Pipeline,Medium
MAC0422,Manufacturing,7,2026-07-07,Sensor Failure,Replace Node,Low
MAC0423,Manufacturing,1,2026-07-01,Dependency Failure,Restart Service,Low
MAC0424,Manufacturing,2,2026-07-01,Broker Failure,Replace Sensor,Critical
MAC0425,Manufacturing,8,2026-07-10,Container Restart,Scale Cluster,Critical
MAC0426,Manufacturing,11,2026-07-04,Sensor Failure,Rollback Deployment,Low
MAC0427,Manufacturing,2,2026-07-03,Sensor Failure,Manual Intervention,High
MAC0428,Manufacturing,15,2026-07-12,Disk Full,Apply Patch,Medium
MAC0429,Manufacturing,9,2026-07-08,Authentication Failure,Restart Service,Low
MAC0430,Manufacturing,1,2026-07-22,Firmware Error,Retry Pipeline,Critical
MAC0431,Manufacturing,8,2026-07-04,Broker Failure,Replace Sensor,Low
MAC0432,Manufacturing,9,2026-07-22,Broker Failure,Update Configuration,High
MAC0433,Manufacturing,1,2026-07-02,API Rate Limit,Replace Sensor,High
MAC0434,Manufacturing,9,2026-07-18,Authentication Failure,Update Configuration,Low
MAC0435,Manufacturing,12,2026-07-13,Pod Crash,Increase Resources,High
MAC0436,Manufacturing,13,2026-07-03,CPU Saturation,Manual Intervention,High
MAC0437,Manufacturing,0,2026-07-20,Broker Failure,Replace Node,Low
MAC0438,Manufacturing,1,2026-07-17,Network Timeout,Replace Node,High
MAC0439,Manufacturing,4,2026-07-04,API Rate Limit,Increase Resources,Critical
MAC0440,Manufacturing,12,2026-07-28,Disk Full,Restart Service,High
MAC0441,Manufacturing,4,2026-07-13,Pod Crash,Rollback Deployment,High
MAC0442,Manufacturing,13,2026-07-14,Memory Leak,Rollback Deployment,Medium
MAC0443,Manufacturing,6,2026-07-19,Database Lock,Scale Cluster,Medium
MAC0444,Manufacturing,5,2026-07-02,Database Lock,Replace Node,Low
MAC0445,Manufacturing,11,2026-07-13,Authentication Failure,Replace Sensor,High
MAC0446,Manufacturing,15,2026-07-14,Pod Crash,Replace Node,Low
MAC0447,Manufacturing,5,2026-07-09,Authentication Failure,Increase Resources,Critical
MAC0448,Manufacturing,0,2026-07-26,Configuration Drift,Retry Pipeline,Medium
MAC0449,Manufacturing,9,2026-07-04,Disk Full,Replace Node,Critical
MAC0450,Manufacturing,13,2026-07-12,Power Outage,Apply Patch,Medium
MAC0451,Manufacturing,13,2026-07-15,Container Restart,Replace Sensor,Medium
MAC0452,Manufacturing,14,2026-07-09,CPU Saturation,Replace Node,High
MAC0453,Manufacturing,4,2026-07-10,Database Lock,Restart Service,Critical
MAC0454,Manufacturing,1,2026-07-05,Pod Crash,Replace Node,Critical
MAC0455,Manufacturing,13,2026-07-13,Network Timeout,Manual Intervention,Low
MAC0456,Manufacturing,8,2026-07-12,Container Restart,Manual Intervention,Critical
MAC0457,Manufacturing,14,2026-07-13,Memory Leak,Retry Pipeline,Medium
MAC0458,Manufacturing,9,2026-07-06,Disk Full,Manual Intervention,Medium
MAC0459,Manufacturing,7,2026-07-11,Container Restart,Replace Sensor,Critical
MAC0460,Manufacturing,8,2026-07-07,Firmware Error,Replace Node,Low
MAC0461,Manufacturing,3,2026-07-21,Dependency Failure,Apply Patch,Low
MAC0462,Manufacturing,13,2026-07-06,Authentication Failure,Apply Patch,Low
