entity_id,source_system,recommendation,impact,applied,success_rate
MAC0289,Manufacturing,Reduce Batch Size,Memory Optimized,Yes,84
MAC0290,Manufacturing,Replace Aging Hardware,Reduced Cost,Yes,97
MAC0291,Manufacturing,Enable Compression,Runtime Reduced,Yes,90
MAC0292,Manufacturing,Increase Retry Count,Lower Failure Rate,Yes,85
MAC0293,Manufacturing,Enable Autoscaling,Memory Optimized,No,83
MAC0294,Manufacturing,Enable Autoscaling,Reduced Cost,No,84
MAC0295,Manufacturing,Enable Autoscaling,Lower Failure Rate,No,93
MAC0296,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,No,93
MAC0297,Manufacturing,Enable Autoscaling,Higher Throughput,Yes,93
MAC0298,Manufacturing,Optimize Indexing,CPU Reduced,No,86
MAC0299,Manufacturing,Increase Memory Limit,Higher Throughput,Yes,86
MAC0300,Manufacturing,Optimize Indexing,Reduced Cost,Yes,95
MAC0301,Manufacturing,Optimize SQL Query,CPU Reduced,Yes,85
MAC0302,Manufacturing,Optimize SQL Query,Reduced Cost,Yes,90
MAC0303,Manufacturing,Increase Kafka Partitions,Improved Reliability,Yes,94
MAC0304,Manufacturing,Increase Retry Count,Memory Optimized,Yes,87
MAC0305,Manufacturing,Enable Compression,Reduced Cost,Yes,86
MAC0306,Manufacturing,Enable Compression,Lower Failure Rate,No,88
MAC0307,Manufacturing,Enable Autoscaling,Latency Reduced,No,89
MAC0308,Manufacturing,Optimize SQL Query,Higher Throughput,No,94
MAC0309,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,No,91
MAC0310,Manufacturing,Reduce Batch Size,CPU Reduced,No,100
MAC0311,Manufacturing,Enable Compression,Improved Reliability,Yes,98
MAC0312,Manufacturing,Increase Kafka Partitions,Latency Reduced,Yes,91
MAC0313,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,Yes,83
MAC0314,Manufacturing,Increase Retry Count,Lower Failure Rate,No,83
MAC0315,Manufacturing,Increase Retry Count,Lower Failure Rate,Yes,93
MAC0316,Manufacturing,Enable Compression,Memory Optimized,No,93
MAC0317,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,No,93
MAC0318,Manufacturing,Move Job to Off-Peak Hours,Reduced Cost,Yes,88
MAC0319,Manufacturing,Replace Aging Hardware,Higher Throughput,Yes,85
MAC0320,Manufacturing,Enable Autoscaling,Runtime Reduced,No,86
MAC0321,Manufacturing,Increase Worker Nodes,Improved Reliability,Yes,96
MAC0322,Manufacturing,Reduce Batch Size,Higher Throughput,Yes,94
MAC0323,Manufacturing,Move Job to Off-Peak Hours,Reduced Cost,Yes,91
MAC0324,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,No,91
MAC0325,Manufacturing,Reduce Batch Size,Reduced Cost,No,98
MAC0326,Manufacturing,Increase Worker Nodes,Lower Failure Rate,No,85
MAC0327,Manufacturing,Increase Worker Nodes,Improved Reliability,Yes,88
MAC0328,Manufacturing,Increase Worker Nodes,Improved Reliability,Yes,97
MAC0329,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,No,97
MAC0330,Manufacturing,Increase Memory Limit,Memory Optimized,No,88
MAC0331,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,Yes,95
MAC0332,Manufacturing,Optimize SQL Query,Runtime Reduced,No,88
MAC0333,Manufacturing,Enable Compression,Reduced Cost,No,84
MAC0334,Manufacturing,Increase Memory Limit,Higher Throughput,Yes,92
MAC0335,Manufacturing,Increase Sensor Sampling Rate,Reduced Cost,No,82
MAC0336,Manufacturing,Enable Autoscaling,Reduced Cost,Yes,100
MAC0337,Manufacturing,Increase Kafka Partitions,Runtime Reduced,No,87
MAC0338,Manufacturing,Move Job to Off-Peak Hours,Runtime Reduced,No,93
MAC0339,Manufacturing,Replace Aging Hardware,Higher Throughput,No,97
MAC0340,Manufacturing,Increase Sensor Sampling Rate,Lower Failure Rate,Yes,84
MAC0341,Manufacturing,Increase Kafka Partitions,Higher Throughput,Yes,85
MAC0342,Manufacturing,Optimize Indexing,Lower Failure Rate,Yes,93
MAC0343,Manufacturing,Increase Retry Count,Memory Optimized,No,82
MAC0344,Manufacturing,Move Job to Off-Peak Hours,Runtime Reduced,No,97
MAC0345,Manufacturing,Enable Autoscaling,Latency Reduced,No,92
MAC0346,Manufacturing,Move Job to Off-Peak Hours,Memory Optimized,No,93
MAC0347,Manufacturing,Replace Aging Hardware,Latency Reduced,Yes,91
MAC0348,Manufacturing,Optimize SQL Query,Improved Reliability,Yes,96
MAC0349,Manufacturing,Increase Sensor Sampling Rate,Reduced Cost,No,97
MAC0350,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,93
MAC0351,Manufacturing,Optimize SQL Query,Memory Optimized,Yes,90
MAC0352,Manufacturing,Optimize SQL Query,CPU Reduced,No,100
MAC0353,Manufacturing,Increase Kafka Partitions,Improved Reliability,Yes,82
MAC0354,Manufacturing,Replace Aging Hardware,Memory Optimized,Yes,95
MAC0355,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,No,82
MAC0356,Manufacturing,Increase Retry Count,Reduced Cost,Yes,92
MAC0357,Manufacturing,Replace Aging Hardware,Memory Optimized,No,100
MAC0358,Manufacturing,Enable Autoscaling,Lower Failure Rate,No,89
MAC0359,Manufacturing,Increase Kafka Partitions,Latency Reduced,Yes,85
MAC0360,Manufacturing,Scale Kubernetes Cluster,Reduced Cost,No,89
MAC0361,Manufacturing,Increase Retry Count,CPU Reduced,No,100
MAC0362,Manufacturing,Replace Aging Hardware,Memory Optimized,No,83
MAC0363,Manufacturing,Scale Kubernetes Cluster,Lower Failure Rate,Yes,93
MAC0364,Manufacturing,Optimize Indexing,CPU Reduced,No,84
MAC0365,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,No,88
MAC0366,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,Yes,88
MAC0367,Manufacturing,Increase Kafka Partitions,Runtime Reduced,Yes,82
MAC0368,Manufacturing,Enable Compression,Improved Reliability,Yes,89
MAC0369,Manufacturing,Replace Aging Hardware,Improved Reliability,Yes,99
MAC0370,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,No,95
MAC0371,Manufacturing,Increase Kafka Partitions,CPU Reduced,No,97
MAC0372,Manufacturing,Enable Compression,Runtime Reduced,Yes,94
MAC0373,Manufacturing,Increase Worker Nodes,CPU Reduced,Yes,89
MAC0374,Manufacturing,Increase Retry Count,Runtime Reduced,Yes,100
MAC0375,Manufacturing,Enable Compression,Latency Reduced,Yes,88
MAC0376,Manufacturing,Increase Worker Nodes,Memory Optimized,No,96
MAC0377,Manufacturing,Replace Aging Hardware,Higher Throughput,Yes,96
MAC0378,Manufacturing,Reduce Batch Size,Improved Reliability,Yes,97
MAC0379,Manufacturing,Move Job to Off-Peak Hours,Latency Reduced,No,93
MAC0380,Manufacturing,Enable Compression,Lower Failure Rate,Yes,93
MAC0381,Manufacturing,Increase Worker Nodes,Improved Reliability,No,88
MAC0382,Manufacturing,Reduce Batch Size,Memory Optimized,No,82
MAC0383,Manufacturing,Enable Compression,Reduced Cost,Yes,100
MAC0384,Manufacturing,Increase Kafka Partitions,Reduced Cost,No,88
MAC0385,Manufacturing,Increase Kafka Partitions,Reduced Cost,Yes,99
MAC0386,Manufacturing,Increase Retry Count,Improved Reliability,No,87
MAC0387,Manufacturing,Reduce Batch Size,Latency Reduced,No,88
MAC0388,Manufacturing,Reduce Batch Size,Runtime Reduced,No,92
MAC0389,Manufacturing,Replace Aging Hardware,Memory Optimized,No,100
MAC0390,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,Yes,88
MAC0391,Manufacturing,Increase Retry Count,Higher Throughput,Yes,92
MAC0392,Manufacturing,Increase Kafka Partitions,CPU Reduced,Yes,92
MAC0393,Manufacturing,Increase Kafka Partitions,Runtime Reduced,Yes,96
MAC0394,Manufacturing,Reduce Batch Size,Lower Failure Rate,Yes,98
MAC0395,Manufacturing,Increase Memory Limit,Higher Throughput,No,86
MAC0396,Manufacturing,Scale Kubernetes Cluster,Latency Reduced,Yes,95
MAC0397,Manufacturing,Enable Autoscaling,Memory Optimized,Yes,91
MAC0398,Manufacturing,Enable Compression,Higher Throughput,Yes,97
MAC0399,Manufacturing,Increase Worker Nodes,CPU Reduced,No,82
MAC0400,Manufacturing,Replace Aging Hardware,Improved Reliability,Yes,96
MAC0401,Manufacturing,Enable Compression,Reduced Cost,Yes,85
MAC0402,Manufacturing,Increase Worker Nodes,Higher Throughput,Yes,84
MAC0403,Manufacturing,Increase Worker Nodes,Latency Reduced,Yes,82
MAC0404,Manufacturing,Optimize Indexing,Memory Optimized,Yes,98
MAC0405,Manufacturing,Move Job to Off-Peak Hours,Latency Reduced,No,83
MAC0406,Manufacturing,Increase Worker Nodes,Runtime Reduced,No,83
MAC0407,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,No,89
MAC0408,Manufacturing,Increase Retry Count,Reduced Cost,Yes,98
MAC0409,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,Yes,82
MAC0410,Manufacturing,Replace Aging Hardware,Reduced Cost,Yes,89
MAC0411,Manufacturing,Replace Aging Hardware,Latency Reduced,No,100
MAC0412,Manufacturing,Enable Autoscaling,Latency Reduced,No,96
MAC0413,Manufacturing,Optimize SQL Query,Latency Reduced,No,85
MAC0414,Manufacturing,Move Job to Off-Peak Hours,Improved Reliability,Yes,98
MAC0415,Manufacturing,Optimize SQL Query,Improved Reliability,No,85
MAC0416,Manufacturing,Increase Kafka Partitions,Improved Reliability,No,100
MAC0417,Manufacturing,Replace Aging Hardware,Improved Reliability,No,98
MAC0418,Manufacturing,Increase Worker Nodes,Latency Reduced,No,96
MAC0419,Manufacturing,Replace Aging Hardware,CPU Reduced,Yes,100
MAC0420,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,Yes,98
MAC0421,Manufacturing,Increase Kafka Partitions,Improved Reliability,Yes,91
MAC0422,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,Yes,89
MAC0423,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,Yes,95
MAC0424,Manufacturing,Move Job to Off-Peak Hours,Lower Failure Rate,Yes,83
MAC0425,Manufacturing,Increase Sensor Sampling Rate,Lower Failure Rate,No,98
MAC0426,Manufacturing,Optimize Indexing,Improved Reliability,Yes,86
MAC0427,Manufacturing,Reduce Batch Size,Latency Reduced,Yes,92
MAC0428,Manufacturing,Move Job to Off-Peak Hours,Runtime Reduced,Yes,96
MAC0429,Manufacturing,Enable Compression,Runtime Reduced,No,82
MAC0430,Manufacturing,Enable Autoscaling,CPU Reduced,No,99
MAC0431,Manufacturing,Enable Compression,Higher Throughput,No,95
MAC0432,Manufacturing,Increase Sensor Sampling Rate,Reduced Cost,No,99
MAC0433,Manufacturing,Optimize Indexing,Latency Reduced,Yes,97
MAC0434,Manufacturing,Replace Aging Hardware,Higher Throughput,Yes,97
MAC0435,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,86
MAC0436,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,Yes,88
MAC0437,Manufacturing,Replace Aging Hardware,Latency Reduced,Yes,86
MAC0438,Manufacturing,Increase Worker Nodes,Memory Optimized,Yes,89
MAC0439,Manufacturing,Increase Kafka Partitions,Runtime Reduced,Yes,99
MAC0440,Manufacturing,Optimize Indexing,Memory Optimized,No,97
MAC0441,Manufacturing,Enable Autoscaling,Improved Reliability,No,98
MAC0442,Manufacturing,Increase Worker Nodes,CPU Reduced,Yes,97
MAC0443,Manufacturing,Increase Kafka Partitions,Lower Failure Rate,Yes,83
MAC0444,Manufacturing,Enable Autoscaling,Higher Throughput,No,86
MAC0445,Manufacturing,Reduce Batch Size,Higher Throughput,Yes,99
MAC0446,Manufacturing,Enable Compression,Runtime Reduced,No,86
MAC0447,Manufacturing,Increase Worker Nodes,Memory Optimized,Yes,95
MAC0448,Manufacturing,Enable Autoscaling,CPU Reduced,No,90
MAC0449,Manufacturing,Increase Kafka Partitions,CPU Reduced,Yes,98
MAC0450,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,No,90
MAC0451,Manufacturing,Increase Retry Count,Latency Reduced,No,84
MAC0452,Manufacturing,Optimize SQL Query,Latency Reduced,No,92
MAC0453,Manufacturing,Increase Kafka Partitions,Latency Reduced,No,83
MAC0454,Manufacturing,Increase Worker Nodes,Improved Reliability,Yes,83
MAC0455,Manufacturing,Enable Compression,Memory Optimized,No,98
MAC0456,Manufacturing,Increase Memory Limit,Improved Reliability,No,84
MAC0457,Manufacturing,Enable Compression,Higher Throughput,Yes,99
MAC0458,Manufacturing,Increase Retry Count,Higher Throughput,No,100
MAC0459,Manufacturing,Reduce Batch Size,CPU Reduced,No,96
MAC0460,Manufacturing,Optimize Indexing,Latency Reduced,No,89
MAC0461,Manufacturing,Move Job to Off-Peak Hours,CPU Reduced,Yes,96
MAC0462,Manufacturing,Increase Worker Nodes,Runtime Reduced,Yes,83
MAC0463,Manufacturing,Increase Kafka Partitions,Lower Failure Rate,No,87
MAC0464,Manufacturing,Increase Sensor Sampling Rate,Improved Reliability,Yes,96
MAC0465,Manufacturing,Move Job to Off-Peak Hours,Runtime Reduced,Yes,93
MAC0466,Manufacturing,Replace Aging Hardware,Lower Failure Rate,No,95
MAC0467,Manufacturing,Enable Compression,Improved Reliability,Yes,88
MAC0468,Manufacturing,Move Job to Off-Peak Hours,Latency Reduced,No,89
MAC0469,Manufacturing,Increase Memory Limit,CPU Reduced,No,87
MAC0470,Manufacturing,Increase Retry Count,Runtime Reduced,Yes,94
MAC0471,Manufacturing,Optimize SQL Query,CPU Reduced,Yes,86
MAC0472,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,No,85
MAC0473,Manufacturing,Optimize SQL Query,Lower Failure Rate,Yes,91
MAC0474,Manufacturing,Move Job to Off-Peak Hours,Lower Failure Rate,Yes,94
MAC0475,Manufacturing,Enable Autoscaling,Memory Optimized,No,97
MAC0476,Manufacturing,Reduce Batch Size,CPU Reduced,Yes,99
MAC0477,Manufacturing,Replace Aging Hardware,Memory Optimized,No,90
MAC0478,Manufacturing,Optimize SQL Query,Latency Reduced,No,91
MAC0479,Manufacturing,Increase Memory Limit,CPU Reduced,No,86
MAC0480,Manufacturing,Enable Compression,Runtime Reduced,No,92
MAC0481,Manufacturing,Increase Memory Limit,Higher Throughput,Yes,86
MAC0482,Manufacturing,Reduce Batch Size,Improved Reliability,No,89
MAC0483,Manufacturing,Increase Memory Limit,Latency Reduced,Yes,93
MAC0484,Manufacturing,Optimize Indexing,Higher Throughput,No,94
MAC0485,Manufacturing,Scale Kubernetes Cluster,Lower Failure Rate,Yes,86
MAC0486,Manufacturing,Scale Kubernetes Cluster,Lower Failure Rate,Yes,96
MAC0487,Manufacturing,Optimize SQL Query,Runtime Reduced,Yes,84
MAC0488,Manufacturing,Move Job to Off-Peak Hours,CPU Reduced,No,97
MAC0489,Manufacturing,Increase Retry Count,Improved Reliability,No,98
MAC0490,Manufacturing,Increase Worker Nodes,CPU Reduced,Yes,82
MAC0491,Manufacturing,Move Job to Off-Peak Hours,Latency Reduced,No,82
MAC0492,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,Yes,85
MAC0493,Manufacturing,Scale Kubernetes Cluster,Higher Throughput,No,94
MAC0494,Manufacturing,Increase Memory Limit,Runtime Reduced,No,87
MAC0495,Manufacturing,Enable Compression,Runtime Reduced,Yes,94
MAC0496,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,No,99
MAC0497,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,No,93
MAC0498,Manufacturing,Enable Autoscaling,Memory Optimized,Yes,95
MAC0499,Manufacturing,Enable Autoscaling,Higher Throughput,No,91
MAC0500,Manufacturing,Optimize Indexing,CPU Reduced,No,98
MAC0501,Manufacturing,Increase Retry Count,Runtime Reduced,No,87
MAC0502,Manufacturing,Replace Aging Hardware,Lower Failure Rate,No,83
MAC0503,Manufacturing,Optimize Indexing,CPU Reduced,No,98
MAC0504,Manufacturing,Optimize SQL Query,Latency Reduced,No,87
MAC0505,Manufacturing,Increase Memory Limit,Lower Failure Rate,Yes,100
MAC0506,Manufacturing,Optimize Indexing,Improved Reliability,No,88
MAC0507,Manufacturing,Reduce Batch Size,Lower Failure Rate,No,96
MAC0508,Manufacturing,Optimize SQL Query,Reduced Cost,Yes,97
MAC0509,Manufacturing,Move Job to Off-Peak Hours,Memory Optimized,Yes,96
MAC0510,Manufacturing,Enable Autoscaling,Higher Throughput,No,83
MAC0511,Manufacturing,Optimize SQL Query,Higher Throughput,No,96
MAC0512,Manufacturing,Increase Worker Nodes,Latency Reduced,Yes,90
MAC0513,Manufacturing,Enable Autoscaling,Improved Reliability,No,100
MAC0514,Manufacturing,Enable Autoscaling,Memory Optimized,No,84
MAC0515,Manufacturing,Enable Compression,Reduced Cost,No,82
MAC0516,Manufacturing,Increase Kafka Partitions,Higher Throughput,No,82
MAC0517,Manufacturing,Increase Sensor Sampling Rate,Improved Reliability,Yes,98
MAC0518,Manufacturing,Scale Kubernetes Cluster,Runtime Reduced,Yes,100
MAC0519,Manufacturing,Optimize Indexing,Lower Failure Rate,Yes,88
MAC0520,Manufacturing,Increase Worker Nodes,Reduced Cost,Yes,89
MAC0521,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,No,82
MAC0522,Manufacturing,Increase Sensor Sampling Rate,Improved Reliability,Yes,96
MAC0523,Manufacturing,Increase Memory Limit,Higher Throughput,Yes,84
MAC0524,Manufacturing,Optimize Indexing,Memory Optimized,No,89
MAC0525,Manufacturing,Optimize SQL Query,Reduced Cost,Yes,86
MAC0526,Manufacturing,Enable Compression,Runtime Reduced,Yes,89
MAC0527,Manufacturing,Enable Autoscaling,Lower Failure Rate,No,86
MAC0528,Manufacturing,Increase Worker Nodes,CPU Reduced,No,97
MAC0529,Manufacturing,Reduce Batch Size,Latency Reduced,Yes,90
MAC0530,Manufacturing,Enable Compression,Reduced Cost,No,100
MAC0531,Manufacturing,Replace Aging Hardware,Lower Failure Rate,Yes,90
MAC0532,Manufacturing,Enable Autoscaling,Improved Reliability,Yes,96
MAC0533,Manufacturing,Optimize Indexing,Higher Throughput,No,84
MAC0534,Manufacturing,Reduce Batch Size,Latency Reduced,Yes,88
MAC0535,Manufacturing,Increase Retry Count,Higher Throughput,No,88
MAC0536,Manufacturing,Enable Compression,Improved Reliability,No,92
MAC0537,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,Yes,97
MAC0538,Manufacturing,Scale Kubernetes Cluster,Higher Throughput,No,94
MAC0539,Manufacturing,Optimize Indexing,Latency Reduced,Yes,91
MAC0540,Manufacturing,Increase Kafka Partitions,Runtime Reduced,Yes,91
MAC0541,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,Yes,91
MAC0542,Manufacturing,Optimize Indexing,Latency Reduced,No,99
MAC0543,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,No,82
MAC0544,Manufacturing,Enable Autoscaling,Runtime Reduced,No,98
MAC0545,Manufacturing,Optimize SQL Query,Higher Throughput,No,90
MAC0546,Manufacturing,Optimize Indexing,Reduced Cost,No,85
MAC0547,Manufacturing,Enable Compression,Runtime Reduced,No,93
MAC0548,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,Yes,85
MAC0549,Manufacturing,Enable Compression,Memory Optimized,Yes,100
MAC0550,Manufacturing,Optimize Indexing,Improved Reliability,Yes,97
MAC0551,Manufacturing,Enable Compression,Latency Reduced,No,98
MAC0552,Manufacturing,Increase Kafka Partitions,Improved Reliability,No,85
MAC0553,Manufacturing,Enable Autoscaling,CPU Reduced,No,87
MAC0554,Manufacturing,Enable Autoscaling,Reduced Cost,No,85
MAC0555,Manufacturing,Increase Sensor Sampling Rate,Memory Optimized,Yes,92
MAC0556,Manufacturing,Enable Autoscaling,Runtime Reduced,Yes,88
MAC0557,Manufacturing,Increase Memory Limit,Higher Throughput,No,99
MAC0558,Manufacturing,Reduce Batch Size,Higher Throughput,No,93
MAC0559,Manufacturing,Scale Kubernetes Cluster,Runtime Reduced,Yes,85
MAC0560,Manufacturing,Replace Aging Hardware,Lower Failure Rate,No,87
MAC0561,Manufacturing,Enable Autoscaling,Improved Reliability,Yes,100
MAC0562,Manufacturing,Increase Worker Nodes,CPU Reduced,No,87
MAC0563,Manufacturing,Enable Autoscaling,Lower Failure Rate,Yes,99
MAC0564,Manufacturing,Optimize Indexing,Improved Reliability,Yes,87
MAC0565,Manufacturing,Reduce Batch Size,Lower Failure Rate,No,100
MAC0566,Manufacturing,Move Job to Off-Peak Hours,Higher Throughput,Yes,100
MAC0567,Manufacturing,Replace Aging Hardware,Latency Reduced,No,95
MAC0568,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,Yes,92
MAC0569,Manufacturing,Replace Aging Hardware,Improved Reliability,No,95
MAC0570,Manufacturing,Enable Autoscaling,Lower Failure Rate,No,87
MAC0571,Manufacturing,Optimize Indexing,Memory Optimized,No,98
MAC0572,Manufacturing,Enable Compression,Improved Reliability,Yes,99
MAC0573,Manufacturing,Increase Retry Count,Improved Reliability,No,100
MAC0574,Manufacturing,Optimize SQL Query,Improved Reliability,No,91
MAC0575,Manufacturing,Increase Retry Count,CPU Reduced,No,84
MAC0576,Manufacturing,Scale Kubernetes Cluster,Memory Optimized,Yes,94
MAC0577,Manufacturing,Reduce Batch Size,CPU Reduced,Yes,94
MAC0578,Manufacturing,Enable Compression,Memory Optimized,No,85
MAC0579,Manufacturing,Scale Kubernetes Cluster,Runtime Reduced,No,94
MAC0580,Manufacturing,Increase Memory Limit,Memory Optimized,Yes,90
MAC0581,Manufacturing,Enable Autoscaling,Higher Throughput,Yes,89
MAC0582,Manufacturing,Scale Kubernetes Cluster,Lower Failure Rate,Yes,91
MAC0583,Manufacturing,Increase Worker Nodes,Runtime Reduced,Yes,95
MAC0584,Manufacturing,Enable Autoscaling,Improved Reliability,No,82
MAC0585,Manufacturing,Optimize Indexing,Runtime Reduced,No,97
MAC0586,Manufacturing,Optimize Indexing,Reduced Cost,Yes,91
MAC0587,Manufacturing,Increase Memory Limit,CPU Reduced,No,92
MAC0588,Manufacturing,Increase Worker Nodes,Higher Throughput,Yes,96
MAC0589,Manufacturing,Enable Compression,Lower Failure Rate,Yes,88
MAC0590,Manufacturing,Reduce Batch Size,Improved Reliability,No,91
MAC0591,Manufacturing,Increase Worker Nodes,Reduced Cost,No,100
MAC0592,Manufacturing,Increase Memory Limit,Memory Optimized,Yes,82
MAC0593,Manufacturing,Increase Sensor Sampling Rate,Lower Failure Rate,Yes,93
MAC0594,Manufacturing,Increase Sensor Sampling Rate,CPU Reduced,No,86
MAC0595,Manufacturing,Increase Retry Count,Latency Reduced,Yes,96
MAC0596,Manufacturing,Increase Retry Count,Memory Optimized,No,95
MAC0597,Manufacturing,Optimize Indexing,Runtime Reduced,Yes,97
MAC0598,Manufacturing,Increase Sensor Sampling Rate,Higher Throughput,Yes,83
MAC0599,Manufacturing,Optimize Indexing,Improved Reliability,No,89
MAC0600,Manufacturing,Enable Compression,Lower Failure Rate,Yes,96
MAC0601,Manufacturing,Optimize SQL Query,Reduced Cost,Yes,89
MAC0602,Manufacturing,Reduce Batch Size,Lower Failure Rate,No,83
MAC0603,Manufacturing,Increase Sensor Sampling Rate,Reduced Cost,Yes,90
MAC0604,Manufacturing,Enable Autoscaling,CPU Reduced,No,85
MAC0605,Manufacturing,Optimize SQL Query,Memory Optimized,No,100
MAC0606,Manufacturing,Increase Kafka Partitions,CPU Reduced,No,95
MAC0607,Manufacturing,Move Job to Off-Peak Hours,Higher Throughput,Yes,94
MAC0608,Manufacturing,Scale Kubernetes Cluster,CPU Reduced,No,85
MAC0609,Manufacturing,Reduce Batch Size,Memory Optimized,No,94
MAC0610,Manufacturing,Increase Memory Limit,Runtime Reduced,No,84
MAC0611,Manufacturing,Optimize Indexing,Runtime Reduced,Yes,92
MAC0612,Manufacturing,Optimize Indexing,Reduced Cost,Yes,100
MAC0613,Manufacturing,Replace Aging Hardware,Latency Reduced,Yes,85
MAC0614,Manufacturing,Optimize SQL Query,Lower Failure Rate,No,85
MAC0615,Manufacturing,Replace Aging Hardware,Latency Reduced,Yes,88
MAC0616,Manufacturing,Increase Worker Nodes,Lower Failure Rate,No,84
MAC0617,Manufacturing,Increase Retry Count,Reduced Cost,No,97
MAC0618,Manufacturing,Increase Sensor Sampling Rate,Memory Optimized,No,86
MAC0619,Manufacturing,Increase Memory Limit,Runtime Reduced,Yes,88
MAC0620,Manufacturing,Move Job to Off-Peak Hours,Memory Optimized,Yes,91
MAC0621,Manufacturing,Increase Sensor Sampling Rate,Latency Reduced,No,87
MAC0622,Manufacturing,Enable Compression,CPU Reduced,No,97
MAC0623,Manufacturing,Move Job to Off-Peak Hours,Latency Reduced,Yes,89
MAC0624,Manufacturing,Enable Autoscaling,Reduced Cost,Yes,83
MAC0625,Manufacturing,Increase Worker Nodes,Latency Reduced,No,83
MAC0626,Manufacturing,Increase Retry Count,Reduced Cost,Yes,83
MAC0627,Manufacturing,Optimize Indexing,CPU Reduced,Yes,97
MAC0628,Manufacturing,Replace Aging Hardware,Higher Throughput,Yes,89
MAC0629,Manufacturing,Scale Kubernetes Cluster,Improved Reliability,Yes,84
MAC0630,Manufacturing,Replace Aging Hardware,Runtime Reduced,No,90
MAC0631,Manufacturing,Move Job to Off-Peak Hours,Higher Throughput,No,84
MAC0632,Manufacturing,Increase Worker Nodes,Lower Failure Rate,No,91
MAC0633,Manufacturing,Increase Sensor Sampling Rate,Memory Optimized,Yes,97
MAC0634,Manufacturing,Enable Compression,Lower Failure Rate,No,92
MAC0635,Manufacturing,Increase Worker Nodes,Latency Reduced,No,95
MAC0636,Manufacturing,Increase Sensor Sampling Rate,Memory Optimized,Yes,100
MAC0637,Manufacturing,Enable Compression,Latency Reduced,Yes,98
MAC0638,Manufacturing,Enable Autoscaling,Memory Optimized,Yes,86
MAC0639,Manufacturing,Reduce Batch Size,Latency Reduced,No,90
MAC0640,Manufacturing,Enable Autoscaling,Lower Failure Rate,Yes,97
MAC0641,Manufacturing,Enable Autoscaling,Improved Reliability,Yes,85
MAC0642,Manufacturing,Increase Worker Nodes,Reduced Cost,Yes,90
MAC0643,Manufacturing,Optimize SQL Query,Memory Optimized,No,90
MAC0644,Manufacturing,Increase Retry Count,Latency Reduced,Yes,83
MAC0645,Manufacturing,Enable Compression,Lower Failure Rate,Yes,94
MAC0646,Manufacturing,Optimize Indexing,Higher Throughput,Yes,96
MAC0647,Manufacturing,Increase Memory Limit,Runtime Reduced,Yes,96
MAC0648,Manufacturing,Increase Retry Count,Improved Reliability,No,98
MAC0649,Manufacturing,Replace Aging Hardware,Reduced Cost,No,96
MAC0650,Manufacturing,Optimize Indexing,CPU Reduced,Yes,92
MAC0651,Manufacturing,Enable Compression,Improved Reliability,No,100
MAC0652,Manufacturing,Enable Autoscaling,CPU Reduced,Yes,87
MAC0653,Manufacturing,Increase Kafka Partitions,Reduced Cost,No,92
MAC0654,Manufacturing,Optimize SQL Query,Improved Reliability,No,100
MAC0655,Manufacturing,Increase Worker Nodes,Lower Failure Rate,Yes,82
MAC0656,Manufacturing,Increase Kafka Partitions,Lower Failure Rate,No,94
MAC0657,Manufacturing,Increase Memory Limit,CPU Reduced,Yes,99
MAC0658,Manufacturing,Enable Autoscaling,Runtime Reduced,No,98
MAC0659,Manufacturing,Increase Retry Count,Memory Optimized,Yes,96
MAC0660,Manufacturing,Enable Compression,Higher Throughput,No,94
MAC0661,Manufacturing,Replace Aging Hardware,Memory Optimized,No,97
MAC0662,Manufacturing,Enable Autoscaling,Latency Reduced,Yes,86
MAC0663,Manufacturing,Increase Kafka Partitions,Reduced Cost,Yes,83
